|0|0.buoys|0.ships|1|1.buoys|1.ships|2|2.buoys|2.ships|nreports|nreports.buoys|nreports.ships
1885-10-01|48636|0|48636|2657.0|0|2657.0|64.0|0|64.0|51357|0|51357
1885-11-01|46180|0|46180|2496.0|0|2496.0|42.0|0|42.0|48718|0|48718
1885-12-01|47838|0|47838|1900.0|0|1900.0|101.0|0|101.0|49839|0|49839
1886-01-01|49193|0|49193|2364.0|0|2364.0|172.0|0|172.0|51729|0|51729
1886-02-01|47414|0|47414|2772.0|0|2772.0|116.0|0|116.0|50302|0|50302
1886-03-01|54889|0|54889|3618.0|0|3618.0|123.0|0|123.0|58630|0|58630
1886-04-01|51713|0|51713|3961.0|0|3961.0|138.0|0|138.0|55812|0|55812
1886-05-01|52355|0|52355|4594.0|0|4594.0|521.0|0|521.0|57470|0|57470
1886-06-01|50349|0|50349|2701.0|0|2701.0|253.0|0|253.0|53303|0|53303
1886-07-01|46013|0|46013|1888.0|0|1888.0|217.0|0|217.0|48118|0|48118
1886-08-01|42865|0|42865|1399.0|0|1399.0|141.0|0|141.0|44405|0|44405
1886-09-01|41193|0|41193|1460.0|0|1460.0|116.0|0|116.0|42769|0|42769
1886-10-01|36579|0|36579|1920.0|0|1920.0|98.0|0|98.0|38597|0|38597
1886-11-01|33830|0|33830|2293.0|0|2293.0|74.0|0|74.0|36197|0|36197
1886-12-01|35337|0|35337|1710.0|0|1710.0|104.0|0|104.0|37151|0|37151
1887-01-01|34840|0|34840|887.0|0|887.0|126.0|0|126.0|35853|0|35853
1887-02-01|30116|0|30116|583.0|0|583.0|71.0|0|71.0|30770|0|30770
1887-03-01|32086|0|32086|922.0|0|922.0|136.0|0|136.0|33144|0|33144
1887-04-01|28436|0|28436|508.0|0|508.0|87.0|0|87.0|29031|0|29031
1887-05-01|30090|0|30090|326.0|0|326.0|131.0|0|131.0|30547|0|30547
1887-06-01|30098|0|30098|619.0|0|619.0|152.0|0|152.0|30869|0|30869
1887-07-01|34279|0|34279|552.0|0|552.0|95.0|0|95.0|34926|0|34926
1887-08-01|32347|0|32347|214.0|0|214.0|95.0|0|95.0|32656|0|32656
1887-09-01|32111|0|32111|202.0|0|202.0|64.0|0|64.0|32377|0|32377
1887-10-01|34457|0|34457|91.0|0|91.0|71.0|0|71.0|34619|0|34619
1887-11-01|35046|0|35046|170.0|0|170.0|125.0|0|125.0|35341|0|35341
1887-12-01|30076|0|30076|218.0|0|218.0|61.0|0|61.0|30355|0|30355
1888-01-01|27586|0|27586|119.0|0|119.0|79.0|0|79.0|27784|0|27784
1888-02-01|27628|0|27628|94.0|0|94.0|64.0|0|64.0|27786|0|27786
1888-03-01|29857|0|29857|86.0|0|86.0|56.0|0|56.0|29999|0|29999
1888-04-01|27901|0|27901|50.0|0|50.0|64.0|0|64.0|28015|0|28015
1888-05-01|31745|0|31745|80.0|0|80.0|92.0|0|92.0|31917|0|31917
1888-06-01|31621|0|31621|176.0|0|176.0|199.0|0|199.0|31996|0|31996
1888-07-01|31296|0|31296|107.0|0|107.0|80.0|0|80.0|31483|0|31483
1888-08-01|33629|0|33629|131.0|0|131.0|186.0|0|186.0|33946|0|33946
1888-09-01|30860|0|30860|81.0|0|81.0|104.0|0|104.0|31045|0|31045
1888-10-01|28595|0|28595|212.0|0|212.0|75.0|0|75.0|28882|0|28882
1888-11-01|27699|0|27699|214.0|0|214.0|74.0|0|74.0|27987|0|27987
1888-12-01|25999|0|25999|222.0|0|222.0|64.0|0|64.0|26285|0|26285
1889-01-01|25339|0|25339|256.0|0|256.0|61.0|0|61.0|25656|0|25656
1889-02-01|23819|0|23819|136.0|0|136.0|67.0|0|67.0|24022|0|24022
1889-03-01|25367|0|25367|113.0|0|113.0|56.0|0|56.0|25536|0|25536
1889-04-01|24986|0|24986|317.0|0|317.0|178.0|0|178.0|25481|0|25481
1889-05-01|25946|0|25946|304.0|0|304.0|116.0|0|116.0|26366|0|26366
1889-06-01|26880|0|26880|98.0|0|98.0|132.0|0|132.0|27110|0|27110
1889-07-01|24690|0|24690|60.0|0|60.0|90.0|0|90.0|24840|0|24840
1889-08-01|23171|0|23171|66.0|0|66.0|110.0|0|110.0|23347|0|23347
1889-09-01|22420|0|22420|66.0|0|66.0|62.0|0|62.0|22548|0|22548
1889-10-01|24515|0|24515|55.0|0|55.0|73.0|0|73.0|24643|0|24643
1889-11-01|23399|0|23399|104.0|0|104.0|99.0|0|99.0|23602|0|23602
1889-12-01|23709|0|23709|274.0|0|274.0|62.0|0|62.0|24045|0|24045
1890-01-01|23995|0|23995|311.0|0|311.0|88.0|0|88.0|24394|0|24394
1890-02-01|21866|0|21866|50.0|0|50.0|56.0|0|56.0|21972|0|21972
1890-03-01|22766|0|22766|3232.0|0|3232.0|99.0|0|99.0|26097|0|26097
1890-04-01|23134|0|23134|173.0|0|173.0|58.0|0|58.0|23365|0|23365
1890-05-01|25093|0|25093|60.0|0|60.0|73.0|0|73.0|25226|0|25226
1890-06-01|26160|0|26160|96.0|0|96.0|104.0|0|104.0|26360|0|26360
1890-07-01|26972|0|26972|192.0|0|192.0|63.0|0|63.0|27227|0|27227
1890-08-01|27211|0|27211|245.0|0|245.0|57.0|0|57.0|27513|0|27513
1890-09-01|25461|0|25461|173.0|0|173.0|85.0|0|85.0|25719|0|25719
1890-10-01|25692|0|25692|46.0|0|46.0|44.0|0|44.0|25782|0|25782
1890-11-01|22864|0|22864|50.0|0|50.0|80.0|0|80.0|22994|0|22994
1890-12-01|22017|0|22017|133.0|0|133.0|52.0|0|52.0|22202|0|22202
1891-01-01|19033|0|19033|78.0|0|78.0|50.0|0|50.0|19161|0|19161
1891-02-01|17787|0|17787|204.0|0|204.0|92.0|0|92.0|18083|0|18083
1891-03-01|20174|0|20174|203.0|0|203.0|60.0|0|60.0|20437|0|20437
1891-04-01|21968|0|21968|204.0|0|204.0|55.0|0|55.0|22227|0|22227
1891-05-01|23547|0|23547|104.0|0|104.0|74.0|0|74.0|23725|0|23725
1891-06-01|20931|0|20931|56.0|0|56.0|65.0|0|65.0|21052|0|21052
1891-07-01|22415|0|22415|124.0|0|124.0|86.0|0|86.0|22625|0|22625
1891-08-01|19838|0|19838|94.0|0|94.0|59.0|0|59.0|19991|0|19991
1891-09-01|18166|0|18166|61.0|0|61.0|131.0|0|131.0|18358|0|18358
1891-10-01|17444|0|17444|51.0|0|51.0|77.0|0|77.0|17572|0|17572
1891-11-01|20596|0|20596|115.0|0|115.0|129.0|0|129.0|20840|0|20840
1891-12-01|19281|0|19281|104.0|0|104.0|61.0|0|61.0|19446|0|19446
1892-01-01|18738|0|18738|49.0|0|49.0|60.0|0|60.0|18847|0|18847
1892-02-01|16399|0|16399|108.0|0|108.0|55.0|0|55.0|16562|0|16562
1892-03-01|19410|0|19410|411.0|0|411.0|31.0|0|31.0|19852|0|19852
1892-04-01|18772|0|18772|344.0|0|344.0|66.0|0|66.0|19182|0|19182
1892-05-01|19263|0|19263|299.0|0|299.0|45.0|0|45.0|19607|0|19607
1892-06-01|16443|0|16443|319.0|0|319.0|44.0|0|44.0|16806|0|16806
1892-07-01|17557|0|17557|223.0|0|223.0|44.0|0|44.0|17824|0|17824
1892-08-01|17770|0|17770|316.0|0|316.0|232.0|0|232.0|18318|0|18318
1892-09-01|16536|0|16536|78.0|0|78.0|86.0|0|86.0|16700|0|16700
1892-10-01|15869|0|15869|45.0|0|45.0|200.0|0|200.0|16114|0|16114
1892-11-01|16154|0|16154|86.0|0|86.0|82.0|0|82.0|16322|0|16322
1892-12-01|15104|0|15104|275.0|0|275.0|190.0|0|190.0|15569|0|15569
1893-01-01|17074|0|17074|405.0|0|405.0|82.0|0|82.0|17561|0|17561
1893-02-01|14331|0|14331|246.0|0|246.0|96.0|0|96.0|14673|0|14673
1893-03-01|17571|0|17571|225.0|0|225.0|126.0|0|126.0|17922|0|17922
1893-04-01|18608|0|18608|130.0|0|130.0|171.0|0|171.0|18909|0|18909
1893-05-01|18157|0|18157|89.0|0|89.0|78.0|0|78.0|18324|0|18324
1893-06-01|17713|0|17713|39.0|0|39.0|50.0|0|50.0|17802|0|17802
1893-07-01|19938|0|19938|45.0|0|45.0|81.0|0|81.0|20064|0|20064
1893-08-01|20801|0|20801|339.0|0|339.0|161.0|0|161.0|21301|0|21301
1893-09-01|17909|0|17909|105.0|0|105.0|78.0|0|78.0|18092|0|18092
1893-10-01|17942|0|17942|74.0|0|74.0|71.0|0|71.0|18087|0|18087
1893-11-01|17879|0|17879|60.0|0|60.0|69.0|0|69.0|18008|0|18008
1893-12-01|18807|0|18807|425.0|0|425.0|157.0|0|157.0|19389|0|19389
1894-01-01|16133|0|16133|663.0|0|663.0|153.0|0|153.0|16949|0|16949
1894-02-01|16876|0|16876|515.0|0|515.0|94.0|0|94.0|17485|0|17485
1894-03-01|19755|0|19755|422.0|0|422.0|132.0|0|132.0|20309|0|20309
1894-04-01|20075|0|20075|316.0|0|316.0|176.0|0|176.0|20567|0|20567
1894-05-01|21381|0|21381|488.0|0|488.0|318.0|0|318.0|22187|0|22187
1894-06-01|17218|0|17218|312.0|0|312.0|463.0|0|463.0|17993|0|17993
1894-07-01|16772|0|16772|233.0|0|233.0|119.0|0|119.0|17124|0|17124
1894-08-01|18751|0|18751|141.0|0|141.0|86.0|0|86.0|18978|0|18978
1894-09-01|20027|0|20027|194.0|0|194.0|83.0|0|83.0|20304|0|20304
1894-10-01|18426|0|18426|120.0|0|120.0|76.0|0|76.0|18622|0|18622
1894-11-01|16832|0|16832|36.0|0|36.0|95.0|0|95.0|16963|0|16963
1894-12-01|21462|0|21462|62.0|0|62.0|118.0|0|118.0|21642|0|21642
1895-01-01|22595|0|22595|323.0|0|323.0|139.0|0|139.0|23057|0|23057
1895-02-01|20709|0|20709|299.0|0|299.0|88.0|0|88.0|21096|0|21096
1895-03-01|18174|0|18174|85.0|0|85.0|64.0|0|64.0|18323|0|18323
1895-04-01|17950|0|17950|52.0|0|52.0|63.0|0|63.0|18065|0|18065
1895-05-01|22431|0|22431|160.0|0|160.0|141.0|0|141.0|22732|0|22732
1895-06-01|24687|0|24687|205.0|0|205.0|137.0|0|137.0|25029|0|25029
1895-07-01|21971|0|21971|96.0|0|96.0|80.0|0|80.0|22147|0|22147
1895-08-01|21810|0|21810|74.0|0|74.0|99.0|0|99.0|21983|0|21983
1895-09-01|22329|0|22329|182.0|0|182.0|104.0|0|104.0|22615|0|22615
1895-10-01|25218|0|25218|201.0|0|201.0|107.0|0|107.0|25526|0|25526
1895-11-01|21464|0|21464|97.0|0|97.0|92.0|0|92.0|21653|0|21653
1895-12-01|20397|0|20397|69.0|0|69.0|67.0|0|67.0|20533|0|20533
1896-01-01|19226|0|19226|68.0|0|68.0|84.0|0|84.0|19378|0|19378
1896-02-01|19937|0|19937|44.0|0|44.0|80.0|0|80.0|20061|0|20061
1896-03-01|20372|0|20372|70.0|0|70.0|78.0|0|78.0|20520|0|20520
1896-04-01|20227|0|20227|64.0|0|64.0|69.0|0|69.0|20360|0|20360
1896-05-01|22318|0|22318|141.0|0|141.0|62.0|0|62.0|22521|0|22521
1896-06-01|22347|0|22347|92.0|0|92.0|89.0|0|89.0|22528|0|22528
1896-07-01|21515|0|21515|81.0|0|81.0|114.0|0|114.0|21710|0|21710
1896-08-01|20740|0|20740|39.0|0|39.0|76.0|0|76.0|20855|0|20855
1896-09-01|20474|0|20474|25.0|0|25.0|71.0|0|71.0|20570|0|20570
1896-10-01|21633|0|21633|139.0|0|139.0|99.0|0|99.0|21871|0|21871
1896-11-01|21532|0|21532|67.0|0|67.0|68.0|0|68.0|21667|0|21667
1896-12-01|18328|0|18328|52.0|0|52.0|56.0|0|56.0|18436|0|18436
1897-01-01|18184|0|18184|39.0|0|39.0|51.0|0|51.0|18274|0|18274
1897-02-01|16804|0|16804|58.0|0|58.0|54.0|0|54.0|16916|0|16916
1897-03-01|15393|0|15393|28.0|0|28.0|71.0|0|71.0|15492|0|15492
1897-04-01|19061|0|19061|88.0|0|88.0|58.0|0|58.0|19207|0|19207
1897-05-01|22037|0|22037|59.0|0|59.0|101.0|0|101.0|22197|0|22197
1897-06-01|20983|0|20983|55.0|0|55.0|59.0|0|59.0|21097|0|21097
1897-07-01|21135|0|21135|66.0|0|66.0|67.0|0|67.0|21268|0|21268
1897-08-01|18605|0|18605|59.0|0|59.0|61.0|0|61.0|18725|0|18725
1897-09-01|19955|0|19955|62.0|0|62.0|70.0|0|70.0|20087|0|20087
1897-10-01|19380|0|19380|85.0|0|85.0|60.0|0|60.0|19525|0|19525
1897-11-01|17846|0|17846|70.0|0|70.0|103.0|0|103.0|18019|0|18019
1897-12-01|18431|0|18431|38.0|0|38.0|75.0|0|75.0|18544|0|18544
1898-01-01|18506|0|18506|63.0|0|63.0|71.0|0|71.0|18640|0|18640
1898-02-01|17679|0|17679|55.0|0|55.0|76.0|0|76.0|17810|0|17810
1898-03-01|20406|0|20406|155.0|0|155.0|94.0|0|94.0|20655|0|20655
1898-04-01|19752|0|19752|126.0|0|126.0|85.0|0|85.0|19963|0|19963
1898-05-01|18890|0|18890|165.0|0|165.0|104.0|0|104.0|19159|0|19159
1898-06-01|19842|0|19842|129.0|0|129.0|131.0|0|131.0|20102|0|20102
1898-07-01|23713|0|23713|115.0|0|115.0|126.0|0|126.0|23954|0|23954
1898-08-01|23084|0|23084|78.0|0|78.0|116.0|0|116.0|23278|0|23278
1898-09-01|20396|0|20396|81.0|0|81.0|78.0|0|78.0|20555|0|20555
1898-10-01|21597|0|21597|100.0|0|100.0|59.0|0|59.0|21756|0|21756
1898-11-01|20600|0|20600|91.0|0|91.0|112.0|0|112.0|20803|0|20803
1898-12-01|21634|0|21634|71.0|0|71.0|92.0|0|92.0|21797|0|21797
1899-01-01|21020|0|21020|79.0|0|79.0|82.0|0|82.0|21181|0|21181
1899-02-01|18703|0|18703|69.0|0|69.0|78.0|0|78.0|18850|0|18850
1899-03-01|21599|0|21599|70.0|0|70.0|82.0|0|82.0|21751|0|21751
1899-04-01|19517|0|19517|56.0|0|56.0|78.0|0|78.0|19651|0|19651
1899-05-01|21502|0|21502|65.0|0|65.0|95.0|0|95.0|21662|0|21662
1899-06-01|22277|0|22277|48.0|0|48.0|93.0|0|93.0|22418|0|22418
1899-07-01|20549|0|20549|98.0|0|98.0|88.0|0|88.0|20735|0|20735
1899-08-01|18758|0|18758|99.0|0|99.0|132.0|0|132.0|18989|0|18989
1899-09-01|16151|0|16151|35.0|0|35.0|74.0|0|74.0|16260|0|16260
1899-10-01|18654|0|18654|108.0|0|108.0|75.0|0|75.0|18837|0|18837
1899-11-01|20882|0|20882|155.0|0|155.0|87.0|0|87.0|21124|0|21124
1899-12-01|20004|0|20004|70.0|0|70.0|94.0|0|94.0|20168|0|20168
1900-01-01|15504|0|15504|24.0|0|24.0|68.0|0|68.0|15596|0|15596
1900-02-01|14084|0|14084|28.0|0|28.0|55.0|0|55.0|14167|0|14167
1900-03-01|17519|0|17519|12.0|0|12.0|72.0|0|72.0|17603|0|17603
1900-04-01|16748|0|16748|15.0|0|15.0|118.0|0|118.0|16881|0|16881
1900-05-01|17351|0|17351|10.0|0|10.0|69.0|0|69.0|17430|0|17430
1900-06-01|15240|0|15240|42.0|0|42.0|39.0|0|39.0|15321|0|15321
1900-07-01|15352|0|15352|11.0|0|11.0|42.0|0|42.0|15405|0|15405
1900-08-01|15222|0|15222|23.0|0|23.0|37.0|0|37.0|15282|0|15282
1900-09-01|16414|0|16414|40.0|0|40.0|48.0|0|48.0|16502|0|16502
1900-10-01|16593|0|16593|38.0|0|38.0|74.0|0|74.0|16705|0|16705
1900-11-01|15767|0|15767|21.0|0|21.0|105.0|0|105.0|15893|0|15893
1900-12-01|16271|0|16271|28.0|0|28.0|95.0|0|95.0|16394|0|16394
1901-01-01|17517|0|17517|33.0|0|33.0|79.0|0|79.0|17629|0|17629
1901-02-01|18941|0|18941|20.0|0|20.0|75.0|0|75.0|19036|0|19036
1901-03-01|20028|0|20028|57.0|0|57.0|94.0|0|94.0|20179|0|20179
1901-04-01|17351|0|17351|33.0|0|33.0|41.0|0|41.0|17425|0|17425
1901-05-01|18665|0|18665|23.0|0|23.0|40.0|0|40.0|18728|0|18728
1901-06-01|17872|0|17872|14.0|0|14.0|50.0|0|50.0|17936|0|17936
1901-07-01|20561|0|20561|34.0|0|34.0|99.0|0|99.0|20694|0|20694
1901-08-01|23373|0|23373|16.0|0|16.0|111.0|0|111.0|23500|0|23500
1901-09-01|22609|0|22609|31.0|0|31.0|77.0|0|77.0|22717|0|22717
1901-10-01|23069|0|23069|13.0|0|13.0|65.0|0|65.0|23147|0|23147
1901-11-01|22024|0|22024|17.0|0|17.0|89.0|0|89.0|22130|0|22130
1901-12-01|22200|0|22200|14.0|0|14.0|106.0|0|106.0|22320|0|22320
1902-01-01|19748|0|19748|35.0|0|35.0|88.0|0|88.0|19871|0|19871
1902-02-01|22199|0|22199|23.0|0|23.0|50.0|0|50.0|22272|0|22272
1902-03-01|26918|0|26918|42.0|0|42.0|87.0|0|87.0|27047|0|27047
1902-04-01|28392|0|28392|12.0|0|12.0|121.0|0|121.0|28525|0|28525
1902-05-01|31544|0|31544|38.0|0|38.0|123.0|0|123.0|31705|0|31705
1902-06-01|29348|0|29348|38.0|0|38.0|79.0|0|79.0|29465|0|29465
1902-07-01|28981|0|28981|46.0|0|46.0|88.0|0|88.0|29115|0|29115
1902-08-01|30216|0|30216|39.0|0|39.0|154.0|0|154.0|30409|0|30409
1902-09-01|30478|0|30478|27.0|0|27.0|140.0|0|140.0|30645|0|30645
1902-10-01|32350|0|32350|56.0|0|56.0|96.0|0|96.0|32502|0|32502
1902-11-01|29431|0|29431|31.0|0|31.0|87.0|0|87.0|29549|0|29549
1902-12-01|28520|0|28520|29.0|0|29.0|94.0|0|94.0|28643|0|28643
1903-01-01|29626|0|29626|28.0|0|28.0|93.0|0|93.0|29747|0|29747
1903-02-01|27481|0|27481|20.0|0|20.0|83.0|0|83.0|27584|0|27584
1903-03-01|31273|0|31273|16.0|0|16.0|134.0|0|134.0|31423|0|31423
1903-04-01|30394|0|30394|28.0|0|28.0|95.0|0|95.0|30517|0|30517
1903-05-01|33609|0|33609|32.0|0|32.0|144.0|0|144.0|33785|0|33785
1903-06-01|32940|0|32940|22.0|0|22.0|110.0|0|110.0|33072|0|33072
1903-07-01|32588|0|32588|43.0|0|43.0|98.0|0|98.0|32729|0|32729
1903-08-01|35937|0|35937|39.0|0|39.0|112.0|0|112.0|36088|0|36088
1903-09-01|34114|0|34114|17.0|0|17.0|85.0|0|85.0|34216|0|34216
1903-10-01|35602|0|35602|19.0|0|19.0|107.0|0|107.0|35728|0|35728
1903-11-01|36407|0|36407|52.0|0|52.0|150.0|0|150.0|36609|0|36609
1903-12-01|36390|0|36390|41.0|0|41.0|177.0|0|177.0|36608|0|36608
1904-01-01|36182|0|36182|33.0|0|33.0|161.0|0|161.0|36376|0|36376
1904-02-01|34280|0|34280|78.0|0|78.0|107.0|0|107.0|34465|0|34465
1904-03-01|40621|0|40621|32.0|0|32.0|182.0|0|182.0|40835|0|40835
1904-04-01|38717|0|38717|30.0|0|30.0|145.0|0|145.0|38892|0|38892
1904-05-01|39680|0|39680|87.0|0|87.0|206.0|0|206.0|39973|0|39973
1904-06-01|36693|0|36693|68.0|0|68.0|208.0|0|208.0|36969|0|36969
1904-07-01|38522|0|38522|44.0|0|44.0|217.0|0|217.0|38783|0|38783
1904-08-01|40724|0|40724|68.0|0|68.0|241.0|0|241.0|41033|0|41033
1904-09-01|41202|0|41202|47.0|0|47.0|205.0|0|205.0|41454|0|41454
1904-10-01|42736|0|42736|50.0|0|50.0|216.0|0|216.0|43002|0|43002
1904-11-01|40502|0|40502|53.0|0|53.0|248.0|0|248.0|40803|0|40803
1904-12-01|40530|0|40530|56.0|0|56.0|191.0|0|191.0|40777|0|40777
1905-01-01|36608|0|36608|31.0|0|31.0|168.0|0|168.0|36807|0|36807
1905-02-01|32282|0|32282|41.0|0|41.0|110.0|0|110.0|32433|0|32433
1905-03-01|38616|0|38616|32.0|0|32.0|190.0|0|190.0|38838|0|38838
1905-04-01|39534|0|39534|49.0|0|49.0|218.0|0|218.0|39801|0|39801
1905-05-01|39311|0|39311|32.0|0|32.0|192.0|0|192.0|39535|0|39535
1905-06-01|38631|0|38631|23.0|0|23.0|149.0|0|149.0|38803|0|38803
1905-07-01|40231|0|40231|72.0|0|72.0|186.0|0|186.0|40489|0|40489
1905-08-01|40347|0|40347|100.0|0|100.0|224.0|0|224.0|40671|0|40671
1905-09-01|40307|0|40307|75.0|0|75.0|173.0|0|173.0|40555|0|40555
1905-10-01|40877|0|40877|42.0|0|42.0|174.0|0|174.0|41093|0|41093
1905-11-01|40152|0|40152|79.0|0|79.0|145.0|0|145.0|40376|0|40376
1905-12-01|39700|0|39700|70.0|0|70.0|189.0|0|189.0|39959|0|39959
1906-01-01|40901|0|40901|153.0|0|153.0|196.0|0|196.0|41250|0|41250
1906-02-01|40928|0|40928|97.0|0|97.0|197.0|0|197.0|41222|0|41222
1906-03-01|40507|0|40507|71.0|0|71.0|194.0|0|194.0|40772|0|40772
1906-04-01|38150|0|38150|81.0|0|81.0|182.0|0|182.0|38413|0|38413
1906-05-01|41766|0|41766|107.0|0|107.0|196.0|0|196.0|42069|0|42069
1906-06-01|41042|0|41042|136.0|0|136.0|185.0|0|185.0|41363|0|41363
1906-07-01|44172|0|44172|246.0|0|246.0|236.0|0|236.0|44654|0|44654
1906-08-01|44301|0|44301|156.0|0|156.0|199.0|0|199.0|44656|0|44656
1906-09-01|40238|0|40238|77.0|0|77.0|216.0|0|216.0|40531|0|40531
1906-10-01|42262|0|42262|68.0|0|68.0|186.0|0|186.0|42516|0|42516
1906-11-01|41545|0|41545|139.0|0|139.0|187.0|0|187.0|41871|0|41871
1906-12-01|40240|0|40240|186.0|0|186.0|168.0|0|168.0|40594|0|40594
1907-01-01|38463|0|38463|61.0|0|61.0|141.0|0|141.0|38665|0|38665
1907-02-01|36033|0|36033|74.0|0|74.0|132.0|0|132.0|36239|0|36239
1907-03-01|42179|0|42179|86.0|0|86.0|204.0|0|204.0|42469|0|42469
1907-04-01|40446|0|40446|105.0|0|105.0|162.0|0|162.0|40713|0|40713
1907-05-01|43074|0|43074|152.0|0|152.0|221.0|0|221.0|43447|0|43447
1907-06-01|41032|0|41032|152.0|0|152.0|252.0|0|252.0|41436|0|41436
1907-07-01|47298|0|47298|269.0|0|269.0|252.0|0|252.0|47819|0|47819
1907-08-01|48970|0|48970|184.0|0|184.0|214.0|0|214.0|49368|0|49368
1907-09-01|45351|0|45351|192.0|0|192.0|172.0|0|172.0|45715|0|45715
1907-10-01|43803|0|43803|212.0|0|212.0|183.0|0|183.0|44198|0|44198
1907-11-01|47013|0|47013|149.0|0|149.0|243.0|0|243.0|47405|0|47405
1907-12-01|47321|0|47321|182.0|0|182.0|171.0|0|171.0|47674|0|47674
1908-01-01|46144|0|46144|140.0|0|140.0|313.0|0|313.0|46597|0|46597
1908-02-01|46062|0|46062|89.0|0|89.0|206.0|0|206.0|46357|0|46357
1908-03-01|50434|0|50434|149.0|0|149.0|230.0|0|230.0|50813|0|50813
1908-04-01|48460|0|48460|140.0|0|140.0|254.0|0|254.0|48854|0|48854
1908-05-01|49199|0|49199|116.0|0|116.0|236.0|0|236.0|49551|0|49551
1908-06-01|46272|0|46272|183.0|0|183.0|153.0|0|153.0|46608|0|46608
1908-07-01|52620|0|52620|332.0|0|332.0|332.0|0|332.0|53284|0|53284
1908-08-01|55428|0|55428|179.0|0|179.0|350.0|0|350.0|55957|0|55957
1908-09-01|51980|0|51980|152.0|0|152.0|368.0|0|368.0|52500|0|52500
1908-10-01|53020|0|53020|199.0|0|199.0|347.0|0|347.0|53566|0|53566
1908-11-01|51860|0|51860|135.0|0|135.0|275.0|0|275.0|52270|0|52270
1908-12-01|52870|0|52870|102.0|0|102.0|329.0|0|329.0|53301|0|53301
1909-01-01|50885|0|50885|121.0|0|121.0|336.0|0|336.0|51342|0|51342
1909-02-01|48156|0|48156|119.0|0|119.0|729.0|0|729.0|49004|0|49004
1909-03-01|54050|0|54050|120.0|0|120.0|751.0|0|751.0|54921|0|54921
1909-04-01|53820|0|53820|121.0|0|121.0|686.0|0|686.0|54627|0|54627
1909-05-01|56851|0|56851|86.0|0|86.0|629.0|0|629.0|57566|0|57566
1909-06-01|55683|0|55683|114.0|0|114.0|619.0|0|619.0|56416|0|56416
1909-07-01|60917|0|60917|228.0|0|228.0|711.0|0|711.0|61856|0|61856
1909-08-01|61024|0|61024|107.0|0|107.0|620.0|0|620.0|61751|0|61751
1909-09-01|58996|0|58996|92.0|0|92.0|451.0|0|451.0|59539|0|59539
1909-10-01|62327|0|62327|141.0|0|141.0|745.0|0|745.0|63213|0|63213
1909-11-01|61415|0|61415|94.0|0|94.0|702.0|0|702.0|62211|0|62211
1909-12-01|62103|0|62103|110.0|0|110.0|265.0|0|265.0|62478|0|62478
1910-01-01|61676|0|61676|169.0|0|169.0|976.0|0|976.0|62821|0|62821
1910-02-01|53706|0|53706|160.0|0|160.0|210.0|0|210.0|54076|0|54076
1910-03-01|61773|0|61773|162.0|0|162.0|284.0|0|284.0|62219|0|62219
1910-04-01|62038|0|62038|165.0|0|165.0|365.0|0|365.0|62568|0|62568
1910-05-01|66773|0|66773|283.0|0|283.0|492.0|0|492.0|67548|0|67548
1910-06-01|64562|0|64562|263.0|0|263.0|358.0|0|358.0|65183|0|65183
1910-07-01|70697|0|70697|265.0|0|265.0|305.0|0|305.0|71267|0|71267
1910-08-01|69251|0|69251|223.0|0|223.0|331.0|0|331.0|69805|0|69805
1910-09-01|69834|0|69834|243.0|0|243.0|309.0|0|309.0|70386|0|70386
1910-10-01|74430|0|74430|290.0|0|290.0|351.0|0|351.0|75071|0|75071
1910-11-01|69245|0|69245|236.0|0|236.0|276.0|0|276.0|69757|0|69757
1910-12-01|73159|0|73159|167.0|0|167.0|318.0|0|318.0|73644|0|73644
1911-01-01|73705|0|73705|241.0|0|241.0|342.0|0|342.0|74288|0|74288
1911-02-01|63840|0|63840|284.0|0|284.0|248.0|0|248.0|64372|0|64372
1911-03-01|74172|0|74172|229.0|0|229.0|349.0|0|349.0|74750|0|74750
1911-04-01|70240|0|70240|202.0|0|202.0|373.0|0|373.0|70815|0|70815
1911-05-01|75536|0|75536|224.0|0|224.0|332.0|0|332.0|76092|0|76092
1911-06-01|69133|0|69133|116.0|0|116.0|294.0|0|294.0|69543|0|69543
1911-07-01|76094|0|76094|264.0|0|264.0|389.0|0|389.0|76747|0|76747
1911-08-01|76684|0|76684|172.0|0|172.0|396.0|0|396.0|77252|0|77252
1911-09-01|71027|0|71027|108.0|0|108.0|321.0|0|321.0|71456|0|71456
1911-10-01|75115|0|75115|135.0|0|135.0|426.0|0|426.0|75676|0|75676
1911-11-01|72339|0|72339|120.0|0|120.0|357.0|0|357.0|72816|0|72816
1911-12-01|74115|0|74115|139.0|0|139.0|334.0|0|334.0|74588|0|74588
1912-01-01|70728|0|70728|163.0|0|163.0|430.0|0|430.0|71321|0|71321
1912-02-01|65770|0|65770|135.0|0|135.0|309.0|0|309.0|66214|0|66214
1912-03-01|71648|0|71648|176.0|0|176.0|380.0|0|380.0|72204|0|72204
1912-04-01|71392|0|71392|185.0|0|185.0|313.0|0|313.0|71890|0|71890
1912-05-01|72134|0|72134|293.0|0|293.0|420.0|0|420.0|72847|0|72847
1912-06-01|68786|0|68786|250.0|0|250.0|422.0|0|422.0|69458|0|69458
1912-07-01|75820|0|75820|399.0|0|399.0|365.0|0|365.0|76584|0|76584
1912-08-01|72690|0|72690|197.0|0|197.0|370.0|0|370.0|73257|0|73257
