|0|0.buoys|0.ships|1|1.buoys|1.ships|2|2.ships|3|3.buoys|3.ships|4|4.ships|nreports|nreports.buoys|nreports.ships
1991-10-01|171724|25184.0|146540|10684.0|0|10684.0|31.0|31.0|10952.0|0|10952.0|2525.0|2525.0|195916|25184|170732
1991-11-01|161367|24149.0|137218|8718.0|0|8718.0|51.0|51.0|8878.0|0|8878.0|1941.0|1941.0|180955|24149|156806
1991-12-01|161040|28013.0|133027|8938.0|0|8938.0|58.0|58.0|9109.0|0|9109.0|4377.0|4377.0|183522|28013|155509
1992-01-01|159188|30821.0|128367|9262.0|3.0|9259.0|63.0|63.0|9437.0|3.0|9434.0|9074.0|9074.0|187024|30827|156197
1992-02-01|157775|30218.0|127557|10201.0|0|10201.0|0|0|10542.0|0|10542.0|6604.0|6604.0|185122|30218|154904
1992-03-01|167564|31210.0|136354|12476.0|0|12476.0|60.0|60.0|12671.0|0|12671.0|5444.0|5444.0|198215|31210|167005
1992-04-01|163300|30982.0|132318|12049.0|0|12049.0|26.0|26.0|12194.0|0|12194.0|4734.0|4734.0|192303|30982|161321
1992-05-01|170730|35236.0|135494|11712.0|0|11712.0|61.0|61.0|11944.0|0|11944.0|18209.0|18209.0|212656|35236|177420
1992-06-01|167125|34267.0|132858|12336.0|0|12336.0|20.0|20.0|12585.0|0|12585.0|12849.0|12849.0|204915|34267|170648
1992-07-01|174353|37502.0|136851|11651.0|0|11651.0|30.0|30.0|11828.0|0|11828.0|7089.0|7089.0|204951|37502|167449
1992-08-01|177362|42438.0|134924|11053.0|0|11053.0|10.0|10.0|11223.0|0|11223.0|7028.0|7028.0|206676|42438|164238
1992-09-01|173411|46043.0|127368|9809.0|0|9809.0|32.0|32.0|10115.0|0|10115.0|4688.0|4688.0|198055|46043|152012
1992-10-01|177526|48773.0|128753|10884.0|1.0|10883.0|17.0|17.0|11130.0|1.0|11129.0|11201.0|11201.0|210758|48775|161983
1992-11-01|172275|49881.0|122394|10087.0|19.0|10068.0|29.0|29.0|10292.0|21.0|10271.0|3721.0|3721.0|196404|49921|146483
1992-12-01|168151|51064.0|117087|9746.0|0|9746.0|43.0|43.0|9903.0|0|9903.0|10838.0|10838.0|198681|51064|147617
1993-01-01|173690|56691.0|116999|10113.0|4.0|10109.0|64.0|64.0|10272.0|4.0|10268.0|11452.0|11452.0|205591|56699|148892
1993-02-01|166811|51313.0|115498|10696.0|13.0|10683.0|14.0|14.0|10964.0|13.0|10951.0|5689.0|5689.0|194174|51339|142835
1993-03-01|180355|55540.0|124815|13326.0|10.0|13316.0|44.0|44.0|13551.0|10.0|13541.0|2226.0|2226.0|209502|55560|153942
1993-04-01|175048|53360.0|121688|12776.0|0|12776.0|84.0|84.0|13040.0|0|13040.0|5857.0|5857.0|206805|53360|153445
1993-05-01|181182|53769.0|127413|12762.0|0|12762.0|34.0|34.0|12989.0|0|12989.0|3729.0|3729.0|210696|53769|156927
1993-06-01|178633|53859.0|124774|13783.0|1.0|13782.0|45.0|45.0|14022.0|1.0|14021.0|9311.0|9311.0|215794|53861|161933
1993-07-01|180930|55255.0|125675|13515.0|0|13515.0|42.0|42.0|13725.0|0|13725.0|7805.0|7805.0|216017|55255|160762
1993-08-01|184022|58241.0|125781|11096.0|1.0|11095.0|33.0|33.0|11322.0|1.0|11321.0|6169.0|6169.0|212642|58243|154399
1993-09-01|179741|59706.0|120035|10703.0|2.0|10701.0|36.0|36.0|10943.0|2.0|10941.0|4066.0|4066.0|205489|59710|145779
1993-10-01|192645|72326.0|120319|10876.0|0|10876.0|30.0|30.0|11079.0|0|11079.0|5410.0|5410.0|220040|72326|147714
1993-11-01|190715|73721.0|116994|11213.0|5.0|11208.0|48.0|48.0|11454.0|5.0|11449.0|3775.0|3775.0|217205|73731|143474
1993-12-01|187859|77507.0|110352|11901.0|1.0|11900.0|24.0|24.0|12133.0|1.0|12132.0|4765.0|4765.0|216682|77509|139173
1994-01-01|182161|58161.0|124000|11106.0|0|11106.0|52.0|52.0|11286.0|0|11286.0|13055.0|13055.0|217660|58161|159499
1994-02-01|168224|51485.0|116739|10211.0|0|10211.0|21.0|21.0|10347.0|0|10347.0|5945.0|5945.0|194748|51485|143263
1994-03-01|178315|51727.0|126588|12989.0|5.0|12984.0|42.0|42.0|13171.0|5.0|13166.0|7184.0|7184.0|211701|51737|159964
1994-04-01|175814|52759.0|123055|12607.0|0|12607.0|45.0|45.0|12809.0|0|12809.0|15660.0|15660.0|216935|52759|164176
1994-05-01|183529|52957.0|130572|10268.0|0|10268.0|51.0|51.0|10463.0|0|10463.0|10537.0|10537.0|214848|52957|161891
1994-06-01|178461|48924.0|129537|11318.0|0|11318.0|26.0|26.0|11433.0|0|11433.0|13325.0|13325.0|214563|48924|165639
1994-07-01|176057|48456.0|127601|10781.0|0|10781.0|30.0|30.0|10949.0|0|10949.0|9952.0|9952.0|207769|48456|159313
1994-08-01|179684|48099.0|131585|10535.0|0|10535.0|27.0|27.0|10711.0|0|10711.0|16128.0|16128.0|217085|48099|168986
1994-09-01|171746|45591.0|126155|9970.0|0|9970.0|16.0|16.0|10104.0|0|10104.0|18021.0|18021.0|209857|45591|164266
1994-10-01|186652|51288.0|135364|11449.0|4.0|11445.0|29.0|29.0|11636.0|4.0|11632.0|9378.0|9378.0|219144|51296|167848
1994-11-01|163822|44560.0|119262|9458.0|0|9458.0|24.0|24.0|9571.0|0|9571.0|16672.0|16672.0|199547|44560|154987
1994-12-01|157593|43767.0|113826|9335.0|1.0|9334.0|8.0|8.0|9452.0|1.0|9451.0|13417.0|13417.0|189805|43769|146036
1995-01-01|164782|43147.0|121635|10712.0|1.0|10711.0|18.0|18.0|10848.0|1.0|10847.0|24239.0|24239.0|210599|43149|167450
1995-02-01|151095|37658.0|113437|9377.0|0|9377.0|6.0|6.0|9500.0|0|9500.0|19499.0|19499.0|189477|37658|151819
1995-03-01|164268|46001.0|118267|10057.0|0|10057.0|9.0|9.0|10142.0|0|10142.0|15850.0|15850.0|200326|46001|154325
1995-04-01|160652|45887.0|114765|10194.0|0|10194.0|23.0|23.0|10310.0|0|10310.0|12265.0|12265.0|193444|45887|147557
1995-05-01|170200|48025.0|122175|10123.0|0|10123.0|8.0|8.0|10272.0|0|10272.0|11202.0|11202.0|201805|48025|153780
1995-06-01|170256|48374.0|121882|10116.0|1.0|10115.0|13.0|13.0|10241.0|1.0|10240.0|12703.0|12703.0|203329|48376|154953
1995-07-01|171275|47344.0|123931|9771.0|5.0|9766.0|2.0|2.0|10491.0|5.0|10486.0|14806.0|14806.0|206345|47354|158991
1995-08-01|172312|47483.0|124829|10560.0|0|10560.0|2.0|2.0|11392.0|0|11392.0|19748.0|19748.0|214014|47483|166531
1995-09-01|167944|46051.0|121893|9854.0|3.0|9851.0|0|0|10383.0|3.0|10380.0|10113.0|10113.0|198294|46057|152237
1995-10-01|171459|47916.0|123543|8951.0|6.0|8945.0|6.0|6.0|9024.0|6.0|9018.0|10294.0|10294.0|199734|47928|151806
1995-11-01|163623|44890.0|118733|8007.0|0|8007.0|0|0|8050.0|0|8050.0|18055.0|18055.0|197735|44890|152845
1995-12-01|160996|45390.0|115606|9086.0|0|9086.0|6.0|6.0|9143.0|0|9143.0|22043.0|22043.0|201274|45390|155884
1996-01-01|156746|44123.0|112623|9918.0|0|9918.0|4.0|4.0|9988.0|0|9988.0|8819.0|8819.0|185475|44123|141352
1996-02-01|152006|41062.0|110944|8890.0|0|8890.0|2.0|2.0|8941.0|0|8941.0|7475.0|7475.0|177314|41062|136252
1996-03-01|164473|45053.0|119420|9505.0|0|9505.0|0|0|9584.0|0|9584.0|5840.0|5840.0|189402|45053|144349
1996-04-01|161790|42970.0|118820|9796.0|222.0|9574.0|8.0|8.0|9960.0|297.0|9663.0|4905.0|4905.0|186459|43489|142970
1996-05-01|166047|41221.0|124826|10886.0|224.0|10662.0|2.0|2.0|11125.0|311.0|10814.0|4079.0|4079.0|192139|41756|150383
1996-06-01|160026|37030.0|122996|11968.0|223.0|11745.0|6.0|6.0|12214.0|308.0|11906.0|6276.0|6276.0|190490|37561|152929
1996-07-01|153605|31314.0|122291|13026.0|228.0|12798.0|2.0|2.0|13271.0|361.0|12910.0|8688.0|8688.0|188592|31903|156689
1996-08-01|153305|30788.0|122517|13881.0|227.0|13654.0|2.0|2.0|14273.0|385.0|13888.0|7520.0|7520.0|188981|31400|157581
1996-09-01|145005|25863.0|119142|13837.0|233.0|13604.0|6.0|6.0|14256.0|371.0|13885.0|11354.0|11354.0|184458|26467|157991
1996-10-01|147521|24250.0|123271|14155.0|228.0|13927.0|6.0|6.0|14483.0|338.0|14145.0|13525.0|13525.0|189690|24816|164874
1996-11-01|134472|18175.0|116297|12672.0|240.0|12432.0|4.0|4.0|12845.0|306.0|12539.0|12198.0|12198.0|172191|18721|153470
1996-12-01|122960|13283.0|109677|12388.0|200.0|12188.0|4.0|4.0|12558.0|269.0|12289.0|10910.0|10910.0|158820|13752|145068
1997-01-01|171876|65279.0|106597|13778.0|200.0|13578.0|10.0|10.0|14018.0|274.0|13744.0|11344.0|11344.0|211026|65753|145273
1997-02-01|161863|61696.0|100167|13248.0|176.0|13072.0|4.0|4.0|13490.0|267.0|13223.0|15920.0|15920.0|204525|62139|142386
1997-03-01|183088|71194.0|111894|14880.0|234.0|14646.0|2.0|2.0|15057.0|328.0|14729.0|10885.0|10885.0|223912|71756|152156
1997-04-01|171703|64745.0|106958|15020.0|227.0|14793.0|8.0|8.0|15276.0|345.0|14931.0|10914.0|10914.0|212921|65317|147604
1997-05-01|180940|71042.0|109898|17353.0|269.0|17084.0|6.0|6.0|17647.0|387.0|17260.0|13985.0|13985.0|229931|71698|158233
1997-06-01|176499|71880.0|104619|18623.0|279.0|18344.0|4.0|4.0|19077.0|387.0|18690.0|9572.0|9572.0|223775|72546|151229
1997-07-01|183117|75832.0|107285|19576.0|230.0|19346.0|6.0|6.0|20050.0|326.0|19724.0|12024.0|12024.0|234773|76388|158385
1997-08-01|178534|73948.0|104586|22113.0|37.0|22076.0|18.0|18.0|22383.0|37.0|22346.0|15288.0|15288.0|238336|74022|164314
1997-09-01|168835|72061.0|96774|22522.0|38.0|22484.0|11.0|11.0|22809.0|38.0|22771.0|10687.0|10687.0|224864|72137|152727
1997-10-01|170183|72112.0|98071|24140.0|22.0|24118.0|10.0|10.0|24350.0|22.0|24328.0|11257.0|11257.0|229940|72156|157784
1997-11-01|163455|69281.0|94174|22890.0|18.0|22872.0|14.0|14.0|23073.0|18.0|23055.0|6739.0|6739.0|216171|69317|146854
1997-12-01|154619|71162.0|83457|28115.0|5.0|28110.0|2.0|2.0|28588.0|5.0|28583.0|5548.0|5548.0|216872|71172|145700
1998-01-01|125414|67694.0|57720|29279.0|0|29279.0|0|0|30593.0|0|30593.0|10894.0|10894.0|196180|67694|128486
1998-02-01|116442|61375.0|55067|29691.0|3.0|29688.0|4.0|4.0|30770.0|3.0|30767.0|10509.0|10509.0|187416|61381|126035
1998-03-01|124027|69072.0|54955|39007.0|10.0|38997.0|0|0|40046.0|10.0|40036.0|5402.0|5402.0|208482|69092|139390
1998-04-01|113996|66381.0|47615|51158.0|1.0|51157.0|3.0|3.0|52830.0|1.0|52829.0|1495.0|1495.0|219482|66383|153099
1998-05-01|124097|74039.0|50058|55110.0|3.0|55107.0|0|0|56660.0|3.0|56657.0|6810.0|6810.0|242677|74045|168632
1998-06-01|125141|78936.0|46205|57951.0|12.0|57939.0|0|0|59794.0|12.0|59782.0|4717.0|4717.0|247603|78960|168643
