|0|0.ships|1|1.ships|2|2.ships|3|3.ships|4|4.buoys|4.ships|nreports|nreports.buoys|nreports.ships
1933-06-01|48736|48736|1130.0|1130.0|0|0|1223.0|1223.0|13.0|0|13.0|51102|0|51102
1933-07-01|52066|52066|1274.0|1274.0|0|0|1406.0|1406.0|77.0|0|77.0|54823|0|54823
1933-08-01|53046|53046|1230.0|1230.0|0|0|1337.0|1337.0|43.0|0|43.0|55656|0|55656
1933-09-01|52252|52252|1599.0|1599.0|0|0|1747.0|1747.0|28.0|0|28.0|55626|0|55626
1933-10-01|55845|55845|1341.0|1341.0|0|0|1466.0|1466.0|30.0|0|30.0|58682|0|58682
1933-11-01|56588|56588|1205.0|1205.0|0|0|1267.0|1267.0|35.0|0|35.0|59095|0|59095
1933-12-01|51823|51823|1244.0|1244.0|0|0|1284.0|1284.0|53.0|0|53.0|54404|0|54404
1934-01-01|56583|56583|1354.0|1354.0|0|0|1447.0|1447.0|58.0|0|58.0|59442|0|59442
1934-02-01|52196|52196|1161.0|1161.0|0|0|1262.0|1262.0|62.0|0|62.0|54681|0|54681
1934-03-01|58017|58017|1685.0|1685.0|0|0|1845.0|1845.0|63.0|0|63.0|61610|0|61610
1934-04-01|53065|53065|1489.0|1489.0|0|0|1668.0|1668.0|18.0|0|18.0|56240|0|56240
1934-05-01|56233|56233|1550.0|1550.0|0|0|1695.0|1695.0|21.0|0|21.0|59499|0|59499
1934-06-01|53965|53965|1352.0|1352.0|0|0|1416.0|1416.0|82.0|0|82.0|56815|0|56815
1934-07-01|57199|57199|1811.0|1811.0|0|0|2004.0|2004.0|125.0|0|125.0|61139|0|61139
1934-08-01|56765|56765|1647.0|1647.0|0|0|1821.0|1821.0|59.0|0|59.0|60292|0|60292
1934-09-01|56531|56531|1716.0|1716.0|0|0|1902.0|1902.0|69.0|0|69.0|60218|0|60218
1934-10-01|57342|57342|1861.0|1861.0|0|0|2097.0|2097.0|75.0|0|75.0|61375|0|61375
1934-11-01|54955|54955|1897.0|1897.0|0|0|1984.0|1984.0|63.0|0|63.0|58899|0|58899
1934-12-01|55156|55156|1897.0|1897.0|0|0|2085.0|2085.0|65.0|0|65.0|59203|0|59203
1935-01-01|57461|57461|1773.0|1773.0|0|0|1880.0|1880.0|8.0|0|8.0|61122|0|61122
1935-02-01|53778|53778|1792.0|1792.0|0|0|1977.0|1977.0|41.0|0|41.0|57588|0|57588
1935-03-01|62318|62318|2075.0|2075.0|0|0|2251.0|2251.0|27.0|0|27.0|66671|0|66671
1935-04-01|58042|58042|2099.0|2099.0|0|0|2330.0|2330.0|114.0|0|114.0|62585|0|62585
1935-05-01|60889|60889|2049.0|2049.0|0|0|2172.0|2172.0|39.0|0|39.0|65149|0|65149
1935-06-01|59962|59962|2321.0|2321.0|0|0|2531.0|2531.0|74.0|0|74.0|64888|0|64888
1935-07-01|65403|65403|2399.0|2399.0|0|0|2618.0|2618.0|126.0|0|126.0|70546|0|70546
1935-08-01|68927|68927|2764.0|2764.0|0|0|3036.0|3036.0|155.0|0|155.0|74882|0|74882
1935-09-01|69789|69789|2881.0|2881.0|0|0|3256.0|3256.0|82.0|0|82.0|76008|0|76008
1935-10-01|72443|72443|2878.0|2878.0|0|0|3219.0|3219.0|109.0|0|109.0|78649|0|78649
1935-11-01|69702|69702|2977.0|2977.0|0|0|3355.0|3355.0|18.0|0|18.0|76052|0|76052
1935-12-01|69145|69145|2923.0|2923.0|0|0|3298.0|3298.0|46.0|0|46.0|75412|0|75412
1936-01-01|71399|71399|3121.0|3121.0|0|0|3615.0|3615.0|3.0|0|3.0|78138|0|78138
1936-02-01|69237|69237|3201.0|3201.0|0|0|3852.0|3852.0|2.0|0|2.0|76292|0|76292
1936-03-01|74123|74123|3583.0|3583.0|0|0|4337.0|4337.0|6.0|0|6.0|82049|0|82049
1936-04-01|69187|69187|3325.0|3325.0|0|0|3965.0|3965.0|2.0|0|2.0|76479|0|76479
1936-05-01|75454|75454|3743.0|3743.0|4.0|4.0|4408.0|4408.0|3.0|0|3.0|83612|0|83612
1936-06-01|70636|70636|2949.0|2949.0|0|0|3472.0|3472.0|6.0|0|6.0|77063|0|77063
1936-07-01|75518|75518|3407.0|3407.0|0|0|3913.0|3913.0|7.0|0|7.0|82845|0|82845
1936-08-01|76370|76370|3517.0|3517.0|0|0|4014.0|4014.0|4.0|0|4.0|83905|0|83905
1936-09-01|72576|72576|3364.0|3364.0|0|0|3948.0|3948.0|13.0|0|13.0|79901|0|79901
1936-10-01|73611|73611|3506.0|3506.0|0|0|3980.0|3980.0|31.0|0|31.0|81128|0|81128
1936-11-01|69064|69064|3473.0|3473.0|0|0|4028.0|4028.0|5.0|0|5.0|76570|0|76570
1936-12-01|66614|66614|3251.0|3251.0|0|0|3834.0|3834.0|4.0|0|4.0|73703|0|73703
1937-01-01|72135|72135|4081.0|4081.0|0|0|4992.0|4992.0|5.0|0|5.0|81213|0|81213
1937-02-01|68817|68817|3361.0|3361.0|0|0|4226.0|4226.0|3.0|0|3.0|76407|0|76407
1937-03-01|76747|76747|4089.0|4089.0|0|0|4883.0|4883.0|4.0|0|4.0|85723|0|85723
1937-04-01|72861|72861|4088.0|4088.0|0|0|4890.0|4890.0|3.0|0|3.0|81842|0|81842
1937-05-01|77606|77606|3621.0|3621.0|0|0|4225.0|4225.0|10.0|0|10.0|85462|0|85462
1937-06-01|76109|76109|3575.0|3575.0|0|0|4228.0|4228.0|4.0|0|4.0|83916|0|83916
1937-07-01|78997|78997|3721.0|3721.0|0|0|4276.0|4276.0|34.0|0|34.0|87028|0|87028
1937-08-01|75630|75630|3388.0|3388.0|0|0|3902.0|3902.0|34.0|0|34.0|82954|0|82954
1937-09-01|70842|70842|3705.0|3705.0|0|0|4375.0|4375.0|2.0|0|2.0|78924|0|78924
1937-10-01|71373|71373|3513.0|3513.0|0|0|4116.0|4116.0|3.0|0|3.0|79005|0|79005
1937-11-01|68202|68202|3411.0|3411.0|0|0|3853.0|3853.0|3.0|0|3.0|75469|0|75469
1937-12-01|66865|66865|3547.0|3547.0|0|0|4184.0|4184.0|9.0|0|9.0|74605|0|74605
1938-01-01|81439|81439|3940.0|3940.0|0|0|4594.0|4594.0|315.0|0|315.0|90288|0|90288
1938-02-01|75852|75852|3671.0|3671.0|2.0|2.0|4466.0|4466.0|253.0|0|253.0|84244|0|84244
1938-03-01|86204|86204|4318.0|4318.0|0|0|5172.0|5172.0|237.0|0|237.0|95931|0|95931
1938-04-01|79661|79661|4361.0|4361.0|0|0|5352.0|5352.0|172.0|0|172.0|89546|0|89546
1938-05-01|80757|80757|3851.0|3851.0|0|0|4628.0|4628.0|314.0|0|314.0|89550|0|89550
1938-06-01|78551|78551|3719.0|3719.0|0|0|4353.0|4353.0|392.0|0|392.0|87015|0|87015
1938-07-01|84461|84461|3695.0|3695.0|0|0|4380.0|4380.0|321.0|0|321.0|92857|0|92857
1938-08-01|83657|83657|4140.0|4140.0|0|0|4906.0|4906.0|278.0|0|278.0|92981|0|92981
1938-09-01|78314|78314|3475.0|3475.0|0|0|4119.0|4119.0|260.0|0|260.0|86168|0|86168
1938-10-01|80081|80081|3528.0|3528.0|0|0|4072.0|4072.0|408.0|0|408.0|88089|0|88089
1938-11-01|73072|73072|3311.0|3311.0|0|0|3893.0|3893.0|244.0|0|244.0|80520|0|80520
1938-12-01|73953|73953|3468.0|3468.0|0|0|4052.0|4052.0|329.0|0|329.0|81802|0|81802
1939-01-01|70346|70346|2948.0|2948.0|0|0|3530.0|3530.0|127.0|0|127.0|76951|0|76951
1939-02-01|61748|61748|2677.0|2677.0|0|0|3292.0|3292.0|99.0|0|99.0|67816|0|67816
1939-03-01|67332|67332|2882.0|2882.0|0|0|3461.0|3461.0|181.0|0|181.0|73856|0|73856
1939-04-01|62623|62623|2661.0|2661.0|0|0|3168.0|3168.0|101.0|0|101.0|68553|0|68553
1939-05-01|62327|62327|2393.0|2393.0|0|0|2817.0|2817.0|146.0|0|146.0|67683|0|67683
1939-06-01|60861|60861|1862.0|1862.0|0|0|2147.0|2147.0|262.0|0|262.0|65132|0|65132
1939-07-01|63516|63516|1558.0|1558.0|0|0|1718.0|1718.0|107.0|0|107.0|66899|0|66899
1939-08-01|53923|53923|957.0|957.0|2.0|2.0|1057.0|1057.0|91.0|0|91.0|56030|0|56030
1939-09-01|41196|41196|541.0|541.0|0|0|571.0|571.0|111.0|0|111.0|42419|0|42419
1939-10-01|42775|42775|521.0|521.0|0|0|532.0|532.0|126.0|0|126.0|43954|0|43954
1939-11-01|40127|40127|440.0|440.0|0|0|462.0|462.0|93.0|0|93.0|41122|0|41122
1939-12-01|42464|42464|725.0|725.0|0|0|751.0|751.0|82.0|0|82.0|44022|0|44022
1940-01-01|31170|31170|502.0|502.0|0|0|525.0|525.0|1.0|0|1.0|32198|0|32198
1940-02-01|30101|30101|379.0|379.0|0|0|393.0|393.0|0|0|0|30873|0|30873
1940-03-01|30279|30279|347.0|347.0|0|0|362.0|362.0|0|0|0|30988|0|30988
1940-04-01|29229|29229|439.0|439.0|0|0|467.0|467.0|0|0|0|30135|0|30135
1940-05-01|30251|30251|380.0|380.0|0|0|395.0|395.0|0|0|0|31026|0|31026
1940-06-01|30769|30769|400.0|400.0|0|0|418.0|418.0|0|0|0|31587|0|31587
1940-07-01|31786|31786|458.0|458.0|0|0|468.0|468.0|0|0|0|32712|0|32712
1940-08-01|33209|33209|571.0|571.0|0|0|580.0|580.0|0|0|0|34360|0|34360
1940-09-01|29938|29938|427.0|427.0|0|0|457.0|457.0|0|0|0|30822|0|30822
1940-10-01|30714|30714|469.0|469.0|0|0|476.0|476.0|1.0|0|1.0|31660|0|31660
1940-11-01|29221|29221|371.0|371.0|0|0|385.0|385.0|0|0|0|29977|0|29977
1940-12-01|28122|28122|329.0|329.0|0|0|333.0|333.0|0|0|0|28784|0|28784
1941-01-01|48532|48532|716.0|716.0|0|0|738.0|738.0|362.0|0|362.0|50348|0|50348
1941-02-01|47166|47166|352.0|352.0|0|0|371.0|371.0|382.0|0|382.0|48271|0|48271
1941-03-01|52140|52140|515.0|515.0|0|0|553.0|553.0|430.0|0|430.0|53638|0|53638
1941-04-01|49109|49109|640.0|640.0|0|0|666.0|666.0|365.0|0|365.0|50780|0|50780
1941-05-01|50739|50739|644.0|644.0|0|0|675.0|675.0|362.0|0|362.0|52420|0|52420
1941-06-01|49996|49996|456.0|456.0|0|0|480.0|480.0|479.0|0|479.0|51411|0|51411
1941-07-01|48875|48875|514.0|514.0|0|0|543.0|543.0|297.0|0|297.0|50229|0|50229
1941-08-01|46864|46864|440.0|440.0|0|0|457.0|457.0|428.0|0|428.0|48189|0|48189
1941-09-01|40359|40359|365.0|365.0|0|0|395.0|395.0|358.0|0|358.0|41477|0|41477
1941-10-01|41392|41392|585.0|585.0|2.0|2.0|640.0|640.0|420.0|0|420.0|43039|0|43039
1941-11-01|34998|34998|412.0|412.0|0|0|433.0|433.0|565.0|0|565.0|36408|0|36408
1941-12-01|21884|21884|273.0|273.0|0|0|297.0|297.0|553.0|0|553.0|23007|0|23007
1942-01-01|28566|28566|414.0|414.0|0|0|419.0|419.0|468.0|0|468.0|29867|0|29867
1942-02-01|26361|26361|472.0|472.0|0|0|527.0|527.0|482.0|0|482.0|27842|0|27842
1942-03-01|28510|28510|659.0|659.0|0|0|673.0|673.0|385.0|0|385.0|30227|0|30227
1942-04-01|27478|27478|208.0|208.0|0|0|225.0|225.0|510.0|0|510.0|28421|0|28421
1942-05-01|28442|28442|226.0|226.0|0|0|239.0|239.0|209.0|0|209.0|29116|0|29116
1942-06-01|28078|28078|225.0|225.0|0|0|240.0|240.0|175.0|0|175.0|28718|0|28718
1942-07-01|27002|27002|210.0|210.0|0|0|218.0|218.0|194.0|0|194.0|27624|0|27624
1942-08-01|28130|28130|250.0|250.0|2.0|2.0|280.0|280.0|283.0|0|283.0|28945|0|28945
1942-09-01|27093|27093|218.0|218.0|2.0|2.0|250.0|250.0|349.0|0|349.0|27912|0|27912
1942-10-01|27335|27335|283.0|283.0|0|0|306.0|306.0|376.0|0|376.0|28300|0|28300
1942-11-01|26718|26718|382.0|382.0|0|0|400.0|400.0|294.0|0|294.0|27794|0|27794
1942-12-01|23754|23754|392.0|392.0|0|0|394.0|394.0|203.0|0|203.0|24743|0|24743
1943-01-01|24513|24513|159.0|159.0|0|0|171.0|171.0|262.0|0|262.0|25105|0|25105
1943-02-01|23826|23826|141.0|141.0|0|0|152.0|152.0|457.0|0|457.0|24576|0|24576
1943-03-01|26629|26629|335.0|335.0|0|0|362.0|362.0|282.0|0|282.0|27608|0|27608
1943-04-01|26400|26400|208.0|208.0|0|0|247.0|247.0|379.0|0|379.0|27234|0|27234
1943-05-01|26847|26847|296.0|296.0|0|0|339.0|339.0|352.0|0|352.0|27834|0|27834
1943-06-01|27152|27152|233.0|233.0|0|0|271.0|271.0|545.0|0|545.0|28201|0|28201
1943-07-01|27970|27970|287.0|287.0|0|0|321.0|321.0|512.0|0|512.0|29090|0|29090
1943-08-01|28546|28546|255.0|255.0|0|0|275.0|275.0|477.0|0|477.0|29553|0|29553
1943-09-01|29362|29362|198.0|198.0|0|0|215.0|215.0|354.0|0|354.0|30129|0|30129
1943-10-01|29172|29172|223.0|223.0|0|0|242.0|242.0|531.0|0|531.0|30168|0|30168
1943-11-01|28661|28661|191.0|191.0|0|0|202.0|202.0|516.0|0|516.0|29570|0|29570
1943-12-01|29725|29725|289.0|289.0|0|0|308.0|308.0|577.0|0|577.0|30899|0|30899
1944-01-01|35062|35062|287.0|287.0|0|0|303.0|303.0|336.0|0|336.0|35988|0|35988
1944-02-01|34109|34109|237.0|237.0|0|0|258.0|258.0|349.0|0|349.0|34953|0|34953
1944-03-01|36692|36692|279.0|279.0|2.0|2.0|300.0|300.0|354.0|0|354.0|37627|0|37627
1944-04-01|36065|36065|183.0|183.0|0|0|207.0|207.0|503.0|0|503.0|36958|0|36958
1944-05-01|37900|37900|252.0|252.0|0|0|272.0|272.0|528.0|0|528.0|38952|0|38952
1944-06-01|39588|39588|296.0|296.0|0|0|317.0|317.0|422.0|0|422.0|40623|0|40623
1944-07-01|38833|38833|347.0|347.0|0|0|396.0|396.0|466.0|0|466.0|40042|0|40042
1944-08-01|39765|39765|335.0|335.0|0|0|373.0|373.0|315.0|0|315.0|40788|0|40788
1944-09-01|38984|38984|226.0|226.0|0|0|246.0|246.0|458.0|0|458.0|39914|0|39914
1944-10-01|39826|39826|237.0|237.0|0|0|265.0|265.0|484.0|0|484.0|40812|0|40812
1944-11-01|36051|36051|237.0|237.0|0|0|265.0|265.0|566.0|0|566.0|37119|0|37119
1944-12-01|36288|36288|219.0|219.0|0|0|235.0|235.0|402.0|0|402.0|37144|0|37144
1945-01-01|37158|37158|287.0|287.0|0|0|308.0|308.0|385.0|0|385.0|38138|0|38138
1945-02-01|35173|35173|185.0|185.0|2.0|2.0|204.0|204.0|362.0|0|362.0|35926|0|35926
1945-03-01|42487|42487|243.0|243.0|0|0|262.0|262.0|348.0|0|348.0|43340|0|43340
1945-04-01|49860|49860|351.0|351.0|0|0|400.0|400.0|272.0|0|272.0|50883|0|50883
1945-05-01|53215|53215|307.0|307.0|0|0|360.0|360.0|544.0|0|544.0|54426|0|54426
1945-06-01|56093|56093|304.0|304.0|2.0|2.0|362.0|362.0|415.0|0|415.0|57176|0|57176
1945-07-01|52915|52915|425.0|425.0|0|0|586.0|586.0|120.0|0|120.0|54046|0|54046
1945-08-01|53214|53214|489.0|489.0|0|0|796.0|796.0|115.0|0|115.0|54614|0|54614
1945-09-01|50602|50602|406.0|406.0|0|0|667.0|667.0|105.0|0|105.0|51780|0|51780
1945-10-01|52984|52984|427.0|427.0|0|0|485.0|485.0|107.0|0|107.0|54003|0|54003
1945-11-01|53224|53224|579.0|579.0|0|0|700.0|700.0|126.0|0|126.0|54629|0|54629
1945-12-01|50906|50906|414.0|414.0|0|0|483.0|483.0|140.0|0|140.0|51943|0|51943
1946-01-01|36254|36254|192.0|192.0|0|0|210.0|210.0|136.0|0|136.0|36792|0|36792
1946-02-01|26786|26786|342.0|342.0|0|0|376.0|376.0|78.0|0|78.0|27582|0|27582
1946-03-01|27082|27082|431.0|431.0|0|0|461.0|461.0|352.0|0|352.0|28326|0|28326
1946-04-01|30012|30012|471.0|471.0|0|0|508.0|508.0|201.0|0|201.0|31192|0|31192
1946-05-01|29319|29319|555.0|555.0|0|0|652.0|652.0|340.0|0|340.0|30866|0|30866
1946-06-01|25068|25068|526.0|526.0|0|0|562.0|562.0|250.0|0|250.0|26406|0|26406
1946-07-01|29467|29467|520.0|520.0|0|0|545.0|545.0|97.0|0|97.0|30629|0|30629
1946-08-01|28525|28525|309.0|309.0|0|0|327.0|327.0|242.0|0|242.0|29403|0|29403
1946-09-01|28050|28050|194.0|194.0|2.0|2.0|213.0|213.0|252.0|0|252.0|28711|0|28711
1946-10-01|28990|28990|246.0|246.0|0|0|258.0|258.0|104.0|0|104.0|29598|0|29598
1946-11-01|29177|29177|202.0|202.0|0|0|222.0|222.0|192.0|0|192.0|29793|0|29793
1946-12-01|27384|27384|151.0|151.0|0|0|158.0|158.0|229.0|0|229.0|27922|0|27922
1947-01-01|26530|26530|172.0|172.0|0|0|182.0|182.0|46.0|0|46.0|26930|0|26930
1947-02-01|26619|26619|134.0|134.0|0|0|137.0|137.0|109.0|0|109.0|26999|0|26999
1947-03-01|28815|28815|124.0|124.0|0|0|132.0|132.0|111.0|0|111.0|29182|0|29182
1947-04-01|27587|27587|96.0|96.0|0|0|106.0|106.0|234.0|0|234.0|28023|0|28023
1947-05-01|30272|30272|169.0|169.0|0|0|189.0|189.0|247.0|0|247.0|30877|0|30877
1947-06-01|32462|32462|229.0|229.0|0|0|258.0|258.0|245.0|0|245.0|33194|0|33194
1947-07-01|32064|32064|302.0|302.0|2.0|2.0|373.0|373.0|165.0|0|165.0|32906|0|32906
1947-08-01|30909|30909|297.0|297.0|0|0|447.0|447.0|56.0|0|56.0|31709|0|31709
1947-09-01|31239|31239|280.0|280.0|0|0|430.0|430.0|336.0|0|336.0|32285|0|32285
1947-10-01|30948|30948|294.0|294.0|2.0|2.0|475.0|475.0|398.0|0|398.0|32117|0|32117
1947-11-01|30971|30971|281.0|281.0|0|0|384.0|384.0|291.0|0|291.0|31927|0|31927
1947-12-01|33292|33292|254.0|254.0|0|0|307.0|307.0|306.0|0|306.0|34159|0|34159
1948-01-01|30059|30059|66.0|66.0|0|0|70.0|70.0|97.0|0|97.0|30292|0|30292
1948-02-01|28357|28357|77.0|77.0|0|0|79.0|79.0|125.0|0|125.0|28638|0|28638
1948-03-01|32994|32994|204.0|204.0|0|0|217.0|217.0|51.0|0|51.0|33466|0|33466
1948-04-01|32884|32884|159.0|159.0|0|0|182.0|182.0|9.0|0|9.0|33234|0|33234
1948-05-01|33686|33686|131.0|131.0|0|0|135.0|135.0|16.0|0|16.0|33968|0|33968
1948-06-01|31769|31769|204.0|204.0|0|0|251.0|251.0|26.0|0|26.0|32250|0|32250
1948-07-01|37197|37197|147.0|147.0|0|0|160.0|160.0|21.0|0|21.0|37525|0|37525
1948-08-01|35235|35235|314.0|314.0|0|0|497.0|497.0|62.0|0|62.0|36108|0|36108
1948-09-01|34800|34800|110.0|110.0|0|0|114.0|114.0|732.0|0|732.0|35756|0|35756
1948-10-01|34754|34754|226.0|226.0|0|0|382.0|382.0|196.0|0|196.0|35558|0|35558
1948-11-01|35472|35472|223.0|223.0|0|0|294.0|294.0|256.0|0|256.0|36245|0|36245
1948-12-01|31898|31898|121.0|121.0|0|0|128.0|128.0|3.0|0|3.0|32150|0|32150
1949-01-01|45366|45366|490.0|490.0|0|0|3239.0|3239.0|128.0|0|128.0|49223|0|49223
1949-02-01|45690|45690|471.0|471.0|0|0|3514.0|3514.0|171.0|0|171.0|49846|0|49846
1949-03-01|50734|50734|644.0|644.0|0|0|3858.0|3858.0|170.0|0|170.0|55406|0|55406
1949-04-01|45715|45715|546.0|546.0|0|0|3739.0|3739.0|62.0|0|62.0|50062|0|50062
1949-05-01|51150|51150|543.0|543.0|0|0|3823.0|3823.0|138.0|0|138.0|55654|0|55654
1949-06-01|50303|50303|503.0|503.0|0|0|4228.0|4228.0|194.0|0|194.0|55228|0|55228
1949-07-01|53920|53920|585.0|585.0|0|0|4234.0|4234.0|59.0|0|59.0|58798|0|58798
1949-08-01|53974|53974|717.0|717.0|0|0|4552.0|4552.0|214.0|0|214.0|59457|0|59457
1949-09-01|53365|53365|1158.0|1158.0|0|0|4610.0|4610.0|52.0|0|52.0|59185|0|59185
1949-10-01|55097|55097|598.0|598.0|0|0|4022.0|4022.0|136.0|0|136.0|59853|0|59853
1949-11-01|48542|48542|518.0|518.0|0|0|3290.0|3290.0|225.0|0|225.0|52575|0|52575
1949-12-01|45029|45029|457.0|457.0|0|0|3534.0|3534.0|246.0|0|246.0|49266|0|49266
1950-01-01|48825|48825|460.0|460.0|0|0|4042.0|4042.0|148.0|0|148.0|53475|0|53475
1950-02-01|44829|44829|354.0|354.0|0|0|3987.0|3987.0|165.0|0|165.0|49335|0|49335
1950-03-01|52453|52453|428.0|428.0|0|0|4458.0|4458.0|99.0|0|99.0|57438|0|57438
1950-04-01|47146|47146|335.0|335.0|0|0|4353.0|4353.0|36.0|0|36.0|51870|0|51870
1950-05-01|50058|50058|433.0|433.0|0|0|4219.0|4219.0|25.0|0|25.0|54735|0|54735
1950-06-01|49399|49399|381.0|381.0|0|0|4293.0|4293.0|18.0|0|18.0|54091|0|54091
1950-07-01|52973|52973|452.0|452.0|0|0|5113.0|5113.0|56.0|0|56.0|58594|0|58594
1950-08-01|54063|54063|460.0|460.0|0|0|5048.0|5048.0|156.0|0|156.0|59727|0|59727
1950-09-01|52447|52447|366.0|366.0|0|0|4156.0|4156.0|158.0|0|158.0|57127|0|57127
1950-10-01|56225|56225|405.0|405.0|0|0|5031.0|5031.0|73.0|0|73.0|61734|0|61734
1950-11-01|54467|54467|377.0|377.0|0|0|4393.0|4393.0|184.0|0|184.0|59421|0|59421
1950-12-01|57668|57668|474.0|474.0|0|0|4800.0|4800.0|143.0|0|143.0|63085|0|63085
1951-01-01|63586|63586|512.0|512.0|0|0|4326.0|4326.0|38.0|0|38.0|68462|0|68462
1951-02-01|59426|59426|424.0|424.0|0|0|4651.0|4651.0|53.0|0|53.0|64554|0|64554
1951-03-01|66336|66336|503.0|503.0|0|0|4915.0|4915.0|127.0|0|127.0|71881|0|71881
1951-04-01|63892|63892|509.0|509.0|0|0|4476.0|4476.0|39.0|0|39.0|68916|0|68916
1951-05-01|63708|63708|558.0|558.0|0|0|4916.0|4916.0|78.0|0|78.0|69260|0|69260
1951-06-01|53733|53733|11557.0|11557.0|0|0|26805.0|26805.0|52.0|0|52.0|92147|0|92147
1951-07-01|55212|55212|15691.0|15691.0|0|0|34976.0|34976.0|31.0|0|31.0|105910|0|105910
1951-08-01|58939|58939|16451.0|16451.0|0|0|36198.0|36198.0|125.0|0|125.0|111713|0|111713
1951-09-01|58476|58476|15454.0|15454.0|0|0|34041.0|34041.0|127.0|0|127.0|108098|0|108098
1951-10-01|61597|61597|14217.0|14217.0|0|0|31408.0|31408.0|154.0|0|154.0|107376|0|107376
1951-11-01|59942|59942|12988.0|12988.0|0|0|29491.0|29491.0|73.0|0|73.0|102494|0|102494
1951-12-01|63720|63720|10475.0|10475.0|0|0|23554.0|23554.0|125.0|0|125.0|97874|0|97874
1952-01-01|60479|60479|17572.0|17572.0|0|0|40272.0|40272.0|501.0|0|501.0|118824|0|118824
1952-02-01|62564|62564|19550.0|19550.0|0|0|45314.0|45314.0|110.0|0|110.0|127538|0|127538
1952-03-01|65791|65791|23396.0|23396.0|0|0|53194.0|53194.0|146.0|0|146.0|142527|0|142527
1952-04-01|62641|62641|20722.0|20722.0|0|0|48830.0|48830.0|599.0|0|599.0|132792|0|132792
1952-05-01|63682|63682|19612.0|19612.0|0|0|45290.0|45290.0|163.0|0|163.0|128747|0|128747
1952-06-01|61896|61896|21421.0|21421.0|0|0|48495.0|48495.0|108.0|0|108.0|131920|0|131920
1952-07-01|62701|62701|23812.0|23812.0|0|0|55215.0|55215.0|95.0|0|95.0|141823|0|141823
1952-08-01|62711|62711|23524.0|23524.0|0|0|55070.0|55070.0|184.0|0|184.0|141489|0|141489
1952-09-01|62855|62855|25062.0|25062.0|0|0|58104.0|58104.0|312.0|0|312.0|146333|0|146333
1952-10-01|66693|66693|23661.0|23661.0|0|0|55586.0|55586.0|169.0|0|169.0|146109|0|146109
1952-11-01|62279|62279|21034.0|21034.0|0|0|49243.0|49243.0|321.0|0|321.0|132877|0|132877
1952-12-01|65241|65241|15814.0|15814.0|0|0|38259.0|38259.0|202.0|0|202.0|119516|0|119516
1953-01-01|67220|67220|21872.0|21872.0|0|0|52405.0|52405.0|339.0|0|339.0|141836|0|141836
1953-02-01|62467|62467|22070.0|22070.0|0|0|51399.0|51399.0|141.0|0|141.0|136077|0|136077
1953-03-01|67572|67572|23886.0|23886.0|0|0|56486.0|56486.0|285.0|0|285.0|148229|0|148229
1953-04-01|68598|68598|21324.0|21324.0|0|0|47766.0|47766.0|168.0|0|168.0|137856|0|137856
1953-05-01|75270|75270|22695.0|22695.0|0|0|49142.0|49142.0|251.0|0|251.0|147358|0|147358
1953-06-01|72114|72114|22739.0|22739.0|0|0|48839.0|48839.0|54.0|0|54.0|143746|0|143746
1953-07-01|75939|75939|24397.0|24397.0|0|0|52487.0|52487.0|140.0|0|140.0|152963|0|152963
1953-08-01|77733|77733|23728.0|23728.0|0|0|50521.0|50521.0|210.0|0|210.0|152192|0|152192
1953-09-01|75848|75848|21243.0|21243.0|0|0|44780.0|44780.0|183.0|0|183.0|142054|0|142054
1953-10-01|77985|77985|21231.0|21231.0|0|0|45617.0|45617.0|110.0|0|110.0|144943|0|144943
1953-11-01|74321|74321|18335.0|18335.0|0|0|39002.0|39002.0|463.0|0|463.0|132121|0|132121
1953-12-01|76076|76076|14382.0|14382.0|0|0|29715.0|29715.0|246.0|0|246.0|120419|0|120419
1954-01-01|73196|73196|20003.0|20003.0|0|0|42784.0|42784.0|317.0|0|317.0|136300|0|136300
1954-02-01|65892|65892|22430.0|22430.0|0|0|47607.0|47607.0|11.0|0|11.0|135940|0|135940
1954-03-01|75323|75323|21197.0|21197.0|0|0|45974.0|45974.0|187.0|0|187.0|142681|0|142681
1954-04-01|71437|71437|20834.0|20834.0|0|0|45846.0|45846.0|56.0|0|56.0|138173|0|138173
1954-05-01|76364|76364|20682.0|20682.0|0|0|46328.0|46328.0|269.0|0|269.0|143643|0|143643
1954-06-01|74882|74882|18398.0|18398.0|0|0|40783.0|40783.0|92.0|0|92.0|134155|0|134155
1954-07-01|75922|75922|19582.0|19582.0|0|0|43871.0|43871.0|44.0|0|44.0|139419|0|139419
1954-08-01|74774|74774|18411.0|18411.0|0|0|41158.0|41158.0|39.0|0|39.0|134382|0|134382
1954-09-01|73590|73590|17908.0|17908.0|0|0|40108.0|40108.0|88.0|0|88.0|131694|0|131694
1954-10-01|77137|77137|18082.0|18082.0|0|0|39939.0|39939.0|6.0|0|6.0|135164|0|135164
1954-11-01|72779|72779|18144.0|18144.0|0|0|39960.0|39960.0|235.0|0|235.0|131118|0|131118
1954-12-01|76712|76712|12089.0|12089.0|0|0|26034.0|26034.0|272.0|0|272.0|115107|0|115107
1955-01-01|78197|78197|18152.0|18152.0|0|0|40182.0|40182.0|132.0|0|132.0|136663|0|136663
1955-02-01|74040|74040|17774.0|17774.0|0|0|38523.0|38523.0|75.0|0|75.0|130412|0|130412
1955-03-01|82068|82068|20433.0|20433.0|0|0|45313.0|45313.0|122.0|0|122.0|147936|0|147936
