|0|0.ships|1|1.ships|2|2.ships|3|3.ships|4|4.buoys|4.ships|nreports|nreports.buoys|nreports.ships
1955-04-01|77162|77162|16303.0|16303.0|0|0|35532.0|35532.0|109.0|0|109.0|129106|0|129106
1955-05-01|82080|82080|17548.0|17548.0|0|0|39063.0|39063.0|397.0|0|397.0|139088|0|139088
1955-06-01|78062|78062|16740.0|16740.0|2.0|2.0|36589.0|36589.0|70.0|0|70.0|131463|0|131463
1955-07-01|82067|82067|20191.0|20191.0|0|0|44202.0|44202.0|111.0|0|111.0|146571|0|146571
1955-08-01|84447|84447|19485.0|19485.0|0|0|43466.0|43466.0|68.0|0|68.0|147466|0|147466
1955-09-01|81664|81664|19963.0|19963.0|0|0|44791.0|44791.0|92.0|0|92.0|146510|0|146510
1955-10-01|84270|84270|14853.0|14853.0|0|0|32704.0|32704.0|183.0|0|183.0|132010|0|132010
1955-11-01|84683|84683|16442.0|16442.0|0|0|36178.0|36178.0|98.0|0|98.0|137401|0|137401
1955-12-01|85659|85659|14497.0|14497.0|0|0|29339.0|29339.0|206.0|0|206.0|129701|0|129701
1956-01-01|85011|85011|18914.0|18914.0|0|0|37222.0|37222.0|207.0|0|207.0|141354|0|141354
1956-02-01|80521|80521|17928.0|17928.0|0|0|35167.0|35167.0|45.0|0|45.0|133661|0|133661
1956-03-01|87141|87141|19531.0|19531.0|0|0|42111.0|42111.0|89.0|0|89.0|148872|0|148872
1956-04-01|85605|85605|17862.0|17862.0|0|0|39356.0|39356.0|31.0|0|31.0|142854|0|142854
1956-05-01|89035|89035|16815.0|16815.0|0|0|37187.0|37187.0|10.0|0|10.0|143047|0|143047
1956-06-01|90888|90888|16342.0|16342.0|0|0|32375.0|32375.0|12.0|0|12.0|139617|0|139617
1956-07-01|91317|91317|19233.0|19233.0|0|0|42453.0|42453.0|118.0|0|118.0|153121|0|153121
1956-08-01|93113|93113|19207.0|19207.0|0|0|41648.0|41648.0|57.0|0|57.0|154025|0|154025
1956-09-01|88615|88615|16901.0|16901.0|0|0|36553.0|36553.0|182.0|0|182.0|142251|0|142251
1956-10-01|91982|91982|17766.0|17766.0|0|0|37007.0|37007.0|187.0|0|187.0|146942|0|146942
1956-11-01|90346|90346|19746.0|19746.0|0|0|42628.0|42628.0|172.0|0|172.0|152892|0|152892
1956-12-01|93195|93195|16119.0|16119.0|0|0|33110.0|33110.0|179.0|0|179.0|142603|0|142603
1957-01-01|95893|95893|19952.0|19952.0|0|0|38725.0|38725.0|318.0|0|318.0|154888|0|154888
1957-02-01|90990|90990|18481.0|18481.0|0|0|37432.0|37432.0|51.0|0|51.0|146954|0|146954
1957-03-01|104791|104791|18754.0|18754.0|0|0|40098.0|40098.0|70.0|0|70.0|163713|0|163713
1957-04-01|98061|98061|17195.0|17195.0|0|0|36881.0|36881.0|242.0|0|242.0|152379|0|152379
1957-05-01|104418|104418|16851.0|16851.0|0|0|36072.0|36072.0|161.0|0|161.0|157502|0|157502
1957-06-01|101555|101555|15805.0|15805.0|0|0|33136.0|33136.0|179.0|0|179.0|150675|0|150675
1957-07-01|108132|108132|19112.0|19112.0|0|0|42709.0|42709.0|134.0|0|134.0|170087|0|170087
1957-08-01|109002|109002|18832.0|18832.0|0|0|42684.0|42684.0|127.0|0|127.0|170645|0|170645
1957-09-01|107857|107857|21422.0|21422.0|0|0|48338.0|48338.0|410.0|0|410.0|178027|0|178027
1957-10-01|109374|109374|18747.0|18747.0|0|0|42352.0|42352.0|133.0|0|133.0|170606|0|170606
1957-11-01|108616|108616|15865.0|15865.0|0|0|35748.0|35748.0|268.0|0|268.0|160497|0|160497
1957-12-01|107666|107666|14578.0|14578.0|0|0|31816.0|31816.0|170.0|0|170.0|154230|0|154230
1958-01-01|105497|105497|17806.0|17806.0|0|0|39452.0|39452.0|293.0|0|293.0|163048|0|163048
1958-02-01|97920|97920|18228.0|18228.0|0|0|40584.0|40584.0|171.0|0|171.0|156903|0|156903
1958-03-01|112156|112156|19505.0|19505.0|0|0|44334.0|44334.0|120.0|0|120.0|176115|0|176115
1958-04-01|108758|108758|16392.0|16392.0|0|0|37091.0|37091.0|117.0|0|117.0|162358|0|162358
1958-05-01|118076|118076|17204.0|17204.0|0|0|38447.0|38447.0|186.0|0|186.0|173913|0|173913
1958-06-01|112970|112970|19025.0|19025.0|0|0|43009.0|43009.0|114.0|0|114.0|175118|0|175118
1958-07-01|118105|118105|22719.0|22719.0|0|0|51393.0|51393.0|153.0|0|153.0|192370|0|192370
1958-08-01|115541|115541|21422.0|21422.0|0|0|48047.0|48047.0|194.0|0|194.0|185204|0|185204
1958-09-01|111612|111612|20971.0|20971.0|0|0|46903.0|46903.0|114.0|0|114.0|179600|0|179600
1958-10-01|114594|114594|21498.0|21498.0|0|0|48069.0|48069.0|156.0|0|156.0|184317|0|184317
1958-11-01|110917|110917|19383.0|19383.0|0|0|43877.0|43877.0|118.0|0|118.0|174295|0|174295
1958-12-01|111775|111775|16409.0|16409.0|0|0|35890.0|35890.0|270.0|0|270.0|164344|0|164344
1959-01-01|109921|109921|18560.0|18560.0|0|0|41396.0|41396.0|498.0|0|498.0|170375|0|170375
1959-02-01|102602|102602|16908.0|16908.0|0|0|38634.0|38634.0|652.0|0|652.0|158796|0|158796
1959-03-01|114250|114250|17148.0|17148.0|0|0|39351.0|39351.0|143.0|0|143.0|170892|0|170892
1959-04-01|106247|106247|17224.0|17224.0|0|0|40193.0|40193.0|257.0|0|257.0|163921|0|163921
1959-05-01|113730|113730|19863.0|19863.0|0|0|45691.0|45691.0|334.0|0|334.0|179618|0|179618
1959-06-01|117389|117389|17589.0|17589.0|0|0|39669.0|39669.0|91.0|0|91.0|174738|0|174738
1959-07-01|121766|121766|18447.0|18447.0|0|0|41430.0|41430.0|120.0|0|120.0|181763|0|181763
1959-08-01|121604|121604|19097.0|19097.0|0|0|43052.0|43052.0|186.0|0|186.0|183939|0|183939
1959-09-01|112430|112430|18131.0|18131.0|0|0|41325.0|41325.0|194.0|0|194.0|172080|0|172080
1959-10-01|115449|115449|17929.0|17929.0|0|0|41479.0|41479.0|130.0|0|130.0|174987|0|174987
1959-11-01|115313|115313|18411.0|18411.0|0|0|42301.0|42301.0|132.0|0|132.0|176157|0|176157
1959-12-01|117952|117952|16346.0|16346.0|0|0|35536.0|35536.0|124.0|0|124.0|169958|0|169958
1960-01-01|115727|115727|20533.0|20533.0|0|0|46560.0|46560.0|232.0|0|232.0|183052|0|183052
1960-02-01|113245|113245|22049.0|22049.0|0|0|49532.0|49532.0|63.0|0|63.0|184889|0|184889
1960-03-01|122806|122806|21014.0|21014.0|0|0|47581.0|47581.0|88.0|0|88.0|191489|0|191489
1960-04-01|114325|114325|17120.0|17120.0|0|0|37609.0|37609.0|79.0|0|79.0|169133|0|169133
1960-05-01|121601|121601|17620.0|17620.0|0|0|39848.0|39848.0|79.0|0|79.0|179148|0|179148
1960-06-01|121164|121164|19001.0|19001.0|0|0|43202.0|43202.0|1.0|0|1.0|183368|0|183368
1960-07-01|127310|127310|19681.0|19681.0|0|0|43858.0|43858.0|28.0|0|28.0|190877|0|190877
1960-08-01|123288|123288|17857.0|17857.0|0|0|40219.0|40219.0|121.0|0|121.0|181485|0|181485
1960-09-01|122642|122642|18034.0|18034.0|0|0|40803.0|40803.0|87.0|0|87.0|181566|0|181566
1960-10-01|125499|125499|18597.0|18597.0|0|0|42138.0|42138.0|3.0|0|3.0|186237|0|186237
1960-11-01|117630|117630|20969.0|20969.0|0|0|47125.0|47125.0|64.0|0|64.0|185788|0|185788
1960-12-01|119871|119871|18401.0|18401.0|0|0|40541.0|40541.0|39.0|0|39.0|178852|0|178852
1961-01-01|131868|131868|19214.0|19214.0|0|0|43224.0|43224.0|70.0|0|70.0|194376|0|194376
1961-02-01|123129|123129|19665.0|19665.0|0|0|42461.0|42461.0|66.0|0|66.0|185321|0|185321
1961-03-01|135736|135736|20231.0|20231.0|0|0|46139.0|46139.0|89.0|0|89.0|202195|0|202195
1961-04-01|130340|130340|19593.0|19593.0|0|0|45645.0|45645.0|65.0|0|65.0|195643|0|195643
1961-05-01|136725|136725|17727.0|17727.0|0|0|40915.0|40915.0|84.0|0|84.0|195451|0|195451
1961-06-01|132724|132724|16916.0|16916.0|0|0|39369.0|39369.0|10.0|0|10.0|189019|0|189019
1961-07-01|135464|135464|18052.0|18052.0|0|0|41040.0|41040.0|5.0|0|5.0|194561|0|194561
1961-08-01|137357|137357|19277.0|19277.0|0|0|44115.0|44115.0|8.0|0|8.0|200757|0|200757
1961-09-01|134287|134287|18139.0|18139.0|0|0|42096.0|42096.0|94.0|0|94.0|194616|0|194616
1961-10-01|134178|134178|18318.0|18318.0|0|0|43045.0|43045.0|87.0|0|87.0|195628|0|195628
1961-11-01|130360|130360|19902.0|19902.0|0|0|45085.0|45085.0|92.0|0|92.0|195439|0|195439
1961-12-01|131349|131349|17293.0|17293.0|0|0|38507.0|38507.0|103.0|0|103.0|187252|0|187252
1962-01-01|132176|132176|22278.0|22278.0|0|0|49228.0|49228.0|411.0|0|411.0|204093|0|204093
1962-02-01|124593|124593|21085.0|21085.0|0|0|45477.0|45477.0|9.0|0|9.0|191164|0|191164
1962-03-01|140009|140009|20940.0|20940.0|0|0|46915.0|46915.0|80.0|0|80.0|207944|0|207944
1962-04-01|131897|131897|20934.0|20934.0|0|0|46483.0|46483.0|1.0|0|1.0|199315|0|199315
1962-05-01|138578|138578|22225.0|22225.0|0|0|49075.0|49075.0|13.0|0|13.0|209891|0|209891
1962-06-01|137746|137746|21122.0|21122.0|0|0|45483.0|45483.0|108.0|0|108.0|204459|0|204459
1962-07-01|142422|142422|19416.0|19416.0|0|0|41919.0|41919.0|92.0|0|92.0|203849|0|203849
1962-08-01|139846|139846|21542.0|21542.0|0|0|46358.0|46358.0|109.0|0|109.0|207855|0|207855
1962-09-01|134684|134684|18331.0|18331.0|0|0|39860.0|39860.0|134.0|0|134.0|193009|0|193009
1962-10-01|139976|139976|22687.0|22687.0|0|0|49961.0|49961.0|136.0|0|136.0|212760|0|212760
1962-11-01|135084|135084|22680.0|22680.0|0|0|48822.0|48822.0|95.0|0|95.0|206681|0|206681
1962-12-01|132176|132176|18568.0|18568.0|0|0|38418.0|38418.0|169.0|0|169.0|189331|0|189331
1963-01-01|125502|125502|18572.0|18572.0|0|0|39617.0|39617.0|87.0|0|87.0|183778|0|183778
1963-02-01|119863|119863|18411.0|18411.0|0|0|39523.0|39523.0|87.0|0|87.0|177884|0|177884
1963-03-01|142915|142915|20391.0|20391.0|0|0|45783.0|45783.0|125.0|0|125.0|209214|0|209214
1963-04-01|137615|137615|19171.0|19171.0|0|0|42912.0|42912.0|89.0|0|89.0|199787|0|199787
1963-05-01|142607|142607|18730.0|18730.0|0|0|40899.0|40899.0|90.0|0|90.0|202326|0|202326
1963-06-01|139296|139296|18331.0|18331.0|0|0|40746.0|40746.0|115.0|0|115.0|198488|0|198488
1963-07-01|136359|136359|16570.0|16570.0|9.0|9.0|35723.0|35723.0|126.0|0|126.0|188787|0|188787
1963-08-01|135281|135281|20475.0|20475.0|0|0|45264.0|45264.0|1.0|0|1.0|201021|0|201021
1963-09-01|132191|132191|18335.0|18335.0|0|0|39369.0|39369.0|12.0|0|12.0|189907|0|189907
1963-10-01|137918|137918|20534.0|20534.0|0|0|45224.0|45224.0|38.0|0|38.0|203714|0|203714
1963-11-01|131633|131633|18222.0|18222.0|8.0|8.0|39006.0|39006.0|74.0|0|74.0|188943|0|188943
1963-12-01|132087|132087|18542.0|18542.0|0|0|38864.0|38864.0|0|0|0|189493|0|189493
1964-01-01|144153|144153|19538.0|19538.0|4.0|4.0|40686.0|40686.0|32.0|0|32.0|204413|0|204413
1964-02-01|144922|144922|20828.0|20828.0|8.0|8.0|44346.0|44346.0|119.0|0|119.0|210223|0|210223
1964-03-01|160180|160180|19461.0|19461.0|12.0|12.0|41040.0|41040.0|156.0|0|156.0|220849|0|220849
1964-04-01|153919|153919|19507.0|19507.0|18.0|18.0|41257.0|41257.0|283.0|0|283.0|214984|0|214984
1964-05-01|162458|162458|19531.0|19531.0|0|0|41210.0|41210.0|43.0|0|43.0|223242|0|223242
1964-06-01|159508|159508|18875.0|18875.0|0|0|39558.0|39558.0|9.0|0|9.0|217950|0|217950
1964-07-01|168112|168112|1888.0|1888.0|4.0|4.0|1898.0|1898.0|0|0|0|171902|0|171902
1964-08-01|170291|170291|1916.0|1916.0|3.0|3.0|1947.0|1947.0|1.0|0|1.0|174158|0|174158
1964-09-01|163255|163255|1976.0|1976.0|20.0|20.0|1996.0|1996.0|0|0|0|167247|0|167247
1964-10-01|167050|167050|1714.0|1714.0|0|0|1734.0|1734.0|0|0|0|170498|0|170498
1964-11-01|163518|163518|1992.0|1992.0|6.0|6.0|2006.0|2006.0|0|0|0|167522|0|167522
1964-12-01|157796|157796|2028.0|2028.0|4.0|4.0|2043.0|2043.0|2.0|0|2.0|161873|0|161873
1965-01-01|165020|165020|170.0|170.0|0|0|172.0|172.0|69.0|0|69.0|165431|0|165431
1965-02-01|151643|151643|141.0|141.0|0|0|145.0|145.0|71.0|0|71.0|152000|0|152000
1965-03-01|179727|179727|248.0|248.0|0|0|254.0|254.0|79.0|0|79.0|180308|0|180308
1965-04-01|179652|179652|246.0|246.0|0|0|248.0|248.0|80.0|0|80.0|180226|0|180226
1965-05-01|188690|188690|238.0|238.0|0|0|243.0|243.0|7.0|0|7.0|189178|0|189178
1965-06-01|183013|183013|255.0|255.0|0|0|256.0|256.0|34.0|0|34.0|183558|0|183558
1965-07-01|181739|181739|1387.0|1387.0|6.0|6.0|1395.0|1395.0|54.0|0|54.0|184581|0|184581
1965-08-01|183754|183754|1392.0|1392.0|4.0|4.0|1398.0|1398.0|140.0|0|140.0|186688|0|186688
1965-09-01|176470|176470|1414.0|1414.0|6.0|6.0|1421.0|1421.0|72.0|0|72.0|179383|0|179383
1965-10-01|182358|182358|1390.0|1390.0|3.0|3.0|1412.0|1412.0|73.0|0|73.0|185236|0|185236
1965-11-01|172232|172232|1478.0|1478.0|4.0|4.0|1484.0|1484.0|94.0|0|94.0|175292|0|175292
1965-12-01|167776|167776|1392.0|1392.0|4.0|4.0|1403.0|1403.0|73.0|0|73.0|170648|0|170648
1966-01-01|173370|173370|2167.0|2167.0|4.0|4.0|2190.0|2190.0|93.0|0|93.0|177824|0|177824
1966-02-01|166183|166183|1363.0|1363.0|4.0|4.0|1380.0|1380.0|80.0|0|80.0|169010|0|169010
1966-03-01|184849|184849|1832.0|1832.0|50.0|50.0|1860.0|1860.0|86.0|0|86.0|188677|0|188677
1966-04-01|177012|177012|1781.0|1781.0|26.0|26.0|1831.0|1831.0|81.0|0|81.0|180731|0|180731
1966-05-01|184073|184073|1944.0|1944.0|0|0|1980.0|1980.0|40.0|0|40.0|188037|0|188037
1966-06-01|176660|176660|1868.0|1868.0|6.0|6.0|1921.0|1921.0|1.0|0|1.0|180456|0|180456
1966-07-01|183671|183671|1898.0|1898.0|0|0|1922.0|1922.0|77.0|0|77.0|187568|0|187568
1966-08-01|190379|190379|1824.0|1824.0|4.0|4.0|1848.0|1848.0|94.0|0|94.0|194149|0|194149
1966-09-01|180816|180816|1797.0|1797.0|0|0|1830.0|1830.0|103.0|0|103.0|184546|0|184546
1966-10-01|192682|192682|3022.0|3022.0|0|0|3055.0|3055.0|86.0|0|86.0|198845|0|198845
1966-11-01|193464|193464|4861.0|4861.0|0|0|4897.0|4897.0|86.0|0|86.0|203308|0|203308
1966-12-01|190184|190184|3078.0|3078.0|2.0|2.0|3151.0|3151.0|86.0|0|86.0|196501|0|196501
1967-01-01|196901|196901|4578.0|4578.0|10.0|10.0|4676.0|4676.0|77.0|0|77.0|206242|0|206242
1967-02-01|194022|194022|4028.0|4028.0|18.0|18.0|4189.0|4189.0|71.0|0|71.0|202328|0|202328
1967-03-01|212032|212032|6960.0|6960.0|26.0|26.0|7134.0|7134.0|72.0|0|72.0|226224|0|226224
1967-04-01|206157|206157|6361.0|6361.0|16.0|16.0|6484.0|6484.0|79.0|0|79.0|219097|0|219097
1967-05-01|208403|208403|6556.0|6556.0|3.0|3.0|6717.0|6717.0|72.0|0|72.0|221751|0|221751
1967-06-01|208794|208794|6269.0|6269.0|0|0|6412.0|6412.0|81.0|0|81.0|221556|0|221556
1967-07-01|218052|218052|6772.0|6772.0|0|0|6957.0|6957.0|91.0|0|91.0|231872|0|231872
1967-08-01|217968|217968|6909.0|6909.0|1.0|1.0|7119.0|7119.0|91.0|0|91.0|232088|0|232088
1967-09-01|207072|207072|4198.0|4198.0|0|0|4278.0|4278.0|95.0|0|95.0|215643|0|215643
1967-10-01|214067|214067|5259.0|5259.0|0|0|5359.0|5359.0|74.0|0|74.0|224759|0|224759
1967-11-01|207674|207674|6723.0|6723.0|2.0|2.0|6860.0|6860.0|83.0|0|83.0|221342|0|221342
1967-12-01|202033|202033|6891.0|6891.0|0|0|7025.0|7025.0|88.0|0|88.0|216037|0|216037
1968-01-01|203830|203830|5625.0|5625.0|8.0|8.0|5896.0|5896.0|55.0|0|55.0|215414|0|215414
1968-02-01|210832|210832|4432.0|4432.0|0|0|4484.0|4484.0|76.0|0|76.0|219824|0|219824
1968-03-01|220439|220439|6581.0|6581.0|16.0|16.0|6639.0|6639.0|92.0|0|92.0|233767|0|233767
1968-04-01|211113|211113|5078.0|5078.0|18.0|18.0|5147.0|5147.0|79.0|0|79.0|221435|0|221435
1968-05-01|222088|222088|5072.0|5072.0|3.0|3.0|5183.0|5183.0|96.0|0|96.0|232442|0|232442
1968-06-01|211582|211582|5094.0|5094.0|8.0|8.0|5179.0|5179.0|112.0|0|112.0|221975|0|221975
1968-07-01|221643|221643|5029.0|5029.0|2.0|2.0|5091.0|5091.0|104.0|0|104.0|231869|0|231869
1968-08-01|219556|219556|5315.0|5315.0|14.0|14.0|5413.0|5413.0|73.0|0|73.0|230371|0|230371
1968-09-01|216928|216928|4994.0|4994.0|0|0|5085.0|5085.0|9.0|0|9.0|227016|0|227016
1968-10-01|219914|219914|4595.0|4595.0|6.0|6.0|4654.0|4654.0|0|0|0|229169|0|229169
1968-11-01|210519|210519|3457.0|3457.0|0|0|3496.0|3496.0|7.0|0|7.0|217479|0|217479
1968-12-01|209490|209490|4201.0|4201.0|0|0|4259.0|4259.0|37.0|0|37.0|217987|0|217987
1969-01-01|204368|204368|3644.0|3644.0|8.0|8.0|3727.0|3727.0|44.0|0|44.0|211791|0|211791
1969-02-01|198362|198362|3096.0|3096.0|4.0|4.0|3151.0|3151.0|59.0|0|59.0|204672|0|204672
1969-03-01|219147|219147|4898.0|4898.0|2.0|2.0|4989.0|4989.0|76.0|0|76.0|229112|0|229112
1969-04-01|216895|216895|4665.0|4665.0|14.0|14.0|4886.0|4886.0|82.0|0|82.0|226542|0|226542
1969-05-01|219671|219671|4090.0|4090.0|2.0|2.0|4386.0|4386.0|100.0|0|100.0|228249|0|228249
1969-06-01|219801|219801|4207.0|4207.0|6.0|6.0|4416.0|4416.0|101.0|0|101.0|228531|0|228531
1969-07-01|221458|221458|1957.0|1957.0|0|0|2058.0|2058.0|91.0|0|91.0|225564|0|225564
1969-08-01|219192|219192|515.0|515.0|0|0|554.0|554.0|105.0|0|105.0|220366|0|220366
1969-09-01|210441|210441|523.0|523.0|0|0|547.0|547.0|92.0|0|92.0|211603|0|211603
1969-10-01|216853|216853|407.0|407.0|0|0|421.0|421.0|74.0|0|74.0|217755|0|217755
1969-11-01|213208|213208|433.0|433.0|2.0|2.0|473.0|473.0|73.0|0|73.0|214189|0|214189
1969-12-01|199270|199270|323.0|323.0|2.0|2.0|364.0|364.0|58.0|0|58.0|200017|0|200017
1970-01-01|197939|197939|2010.0|2010.0|2.0|2.0|2079.0|2079.0|47.0|0|47.0|202077|0|202077
1970-02-01|188455|188455|1394.0|1394.0|0|0|1451.0|1451.0|38.0|0|38.0|191338|0|191338
1970-03-01|213760|213760|2053.0|2053.0|12.0|12.0|2143.0|2143.0|63.0|0|63.0|218031|0|218031
1970-04-01|205626|205626|2232.0|2232.0|5.0|5.0|2273.0|2273.0|68.0|0|68.0|210204|0|210204
1970-05-01|215141|215141|2285.0|2285.0|4.0|4.0|2337.0|2337.0|101.0|0|101.0|219868|0|219868
1970-06-01|214040|214040|2254.0|2254.0|24.0|24.0|2325.0|2325.0|89.0|0|89.0|218732|0|218732
1970-07-01|213105|213105|2404.0|2404.0|0|0|2525.0|2525.0|73.0|0|73.0|218107|0|218107
1970-08-01|210732|210732|2620.0|2620.0|11.0|11.0|2808.0|2808.0|124.0|0|124.0|216295|0|216295
1970-09-01|209086|209086|2132.0|2132.0|6.0|6.0|2259.0|2259.0|104.0|0|104.0|213587|0|213587
1970-10-01|213890|213890|2283.0|2283.0|8.0|8.0|2394.0|2394.0|77.0|0|77.0|218652|0|218652
1970-11-01|206391|206391|2287.0|2287.0|18.0|18.0|2398.0|2398.0|47.0|0|47.0|211141|0|211141
1970-12-01|204487|204487|240.0|240.0|0|0|277.0|277.0|60.0|0|60.0|205064|0|205064
1971-01-01|204953|204953|1136.0|1136.0|5.0|5.0|1267.0|1267.0|45.0|0|45.0|207406|0|207406
1971-02-01|202890|202890|789.0|789.0|0|0|826.0|826.0|45.0|0|45.0|204550|0|204550
1971-03-01|232089|232089|1679.0|1679.0|2.0|2.0|1839.0|1839.0|58.0|0|58.0|235667|0|235667
1971-04-01|217449|217449|1121.0|1121.0|2.0|2.0|1244.0|1244.0|57.0|0|57.0|219873|0|219873
1971-05-01|227099|227099|1358.0|1358.0|2.0|2.0|1529.0|1529.0|73.0|0|73.0|230061|0|230061
1971-06-01|215633|215633|1025.0|1025.0|0|0|1158.0|1158.0|56.0|0|56.0|217872|0|217872
1971-07-01|212166|212166|2422.0|2422.0|14.0|14.0|2564.0|2564.0|39.0|0|39.0|217205|0|217205
1971-08-01|215271|215271|2657.0|2657.0|16.0|16.0|2833.0|2833.0|55.0|0|55.0|220832|0|220832
1971-09-01|206978|206978|2432.0|2432.0|16.0|16.0|2574.0|2574.0|46.0|0|46.0|212046|0|212046
1971-10-01|213520|213520|2712.0|2712.0|12.0|12.0|2899.0|2899.0|24.0|0|24.0|219167|0|219167
1971-11-01|205805|205805|2528.0|2528.0|6.0|6.0|2653.0|2653.0|13.0|0|13.0|211005|0|211005
1971-12-01|196782|196782|1899.0|1899.0|16.0|16.0|2031.0|2031.0|21.0|0|21.0|200749|0|200749
1972-01-01|223056|223056|3731.0|3731.0|0|0|4094.0|4094.0|16.0|0|16.0|230897|0|230897
1972-02-01|199934|199934|1070.0|1070.0|0|0|1141.0|1141.0|8.0|0|8.0|202153|0|202153
1972-03-01|221873|221873|1413.0|1413.0|6.0|6.0|1530.0|1530.0|28.0|0|28.0|224850|0|224850
1972-04-01|218300|218300|1685.0|1685.0|5.0|5.0|1770.0|1770.0|28.0|0|28.0|221788|0|221788
1972-05-01|218697|218697|1591.0|1591.0|22.0|22.0|1776.0|1776.0|41.0|0|41.0|222127|0|222127
1972-06-01|209522|209522|1580.0|1580.0|7.0|7.0|1843.0|1843.0|43.0|0|43.0|212995|0|212995
1972-07-01|219288|219288|1776.0|1776.0|0|0|2015.0|2015.0|31.0|0|31.0|223110|0|223110
1972-08-01|216173|216173|1785.0|1785.0|3.0|3.0|2026.0|2026.0|42.0|0|42.0|220029|0|220029
1972-09-01|215553|215553|1690.0|1690.0|0|0|1852.0|1852.0|47.0|0|47.0|219142|0|219142
1972-10-01|223459|223459|1672.0|1672.0|4.0|4.0|1798.0|1798.0|24.0|0|24.0|226957|0|226957
1972-11-01|210206|210206|1814.0|1814.0|3.0|3.0|2047.0|2047.0|15.0|0|15.0|214085|0|214085
1972-12-01|202415|202415|1017.0|1017.0|4.0|4.0|1216.0|1216.0|10.0|0|10.0|204662|0|204662
1973-01-01|218492|218492|3327.0|3327.0|8.0|8.0|3528.0|3528.0|12.0|0|12.0|225367|0|225367
1973-02-01|205197|205197|2616.0|2616.0|0|0|2781.0|2781.0|14.0|0|14.0|210608|0|210608
1973-03-01|225021|225021|3140.0|3140.0|6.0|6.0|3430.0|3430.0|30.0|0|30.0|231627|0|231627
1973-04-01|226760|226760|3652.0|3652.0|16.0|16.0|3929.0|3929.0|27.0|0|27.0|234384|0|234384
1973-05-01|229459|229459|3654.0|3654.0|22.0|22.0|3884.0|3884.0|41.0|0|41.0|237060|0|237060
1973-06-01|229539|229539|4500.0|4500.0|14.0|14.0|4737.0|4737.0|72.0|0|72.0|238862|0|238862
1973-07-01|225697|225697|2355.0|2355.0|0|0|2552.0|2552.0|56.0|0|56.0|230660|0|230660
1973-08-01|219456|219456|1748.0|1748.0|9.0|9.0|1826.0|1826.0|66.0|0|66.0|223105|0|223105
1973-09-01|215850|215850|1778.0|1778.0|2.0|2.0|1865.0|1865.0|50.0|0|50.0|219545|0|219545
1973-10-01|217540|217540|2095.0|2095.0|4.0|4.0|2163.0|2163.0|30.0|0|30.0|221832|0|221832
1973-11-01|204992|204992|1718.0|1718.0|3.0|3.0|1803.0|1803.0|9.0|0|9.0|208525|0|208525
1973-12-01|198423|198423|1837.0|1837.0|6.0|6.0|1955.0|1955.0|11.0|0|11.0|202232|0|202232
1974-01-01|197705|197705|2739.0|2739.0|2.0|2.0|3037.0|3037.0|5.0|0|5.0|203488|0|203488
1974-02-01|191662|191662|2632.0|2632.0|0|0|2976.0|2976.0|11.0|0|11.0|197281|0|197281
1974-03-01|212726|212726|3564.0|3564.0|4.0|4.0|4071.0|4071.0|27.0|0|27.0|220392|0|220392
1974-04-01|200549|200549|2994.0|2994.0|0|0|3659.0|3659.0|52.0|0|52.0|207254|0|207254
1974-05-01|213081|213081|2983.0|2983.0|2.0|2.0|3609.0|3609.0|71.0|0|71.0|219746|0|219746
1974-06-01|198534|198534|2614.0|2614.0|14.0|14.0|3682.0|3682.0|66.0|0|66.0|204910|0|204910
1974-07-01|199287|199287|2271.0|2271.0|0|0|3189.0|3189.0|69.0|0|69.0|204816|0|204816
1974-08-01|213087|213087|2820.0|2820.0|8.0|8.0|3346.0|3346.0|59.0|0|59.0|219320|0|219320
1974-09-01|189035|189035|2163.0|2163.0|0|0|3041.0|3041.0|54.0|0|54.0|194293|0|194293
1974-10-01|209331|209331|2527.0|2527.0|0|0|3008.0|3008.0|42.0|0|42.0|214908|0|214908
1974-11-01|198571|198571|3067.0|3067.0|4.0|4.0|3627.0|3627.0|43.0|0|43.0|205312|0|205312
1974-12-01|194914|194914|2648.0|2648.0|0|0|3105.0|3105.0|9.0|0|9.0|200676|0|200676
1975-01-01|193759|193759|1583.0|1583.0|2.0|2.0|1808.0|1808.0|16.0|0|16.0|197168|0|197168
1975-02-01|188293|188293|1878.0|1878.0|0|0|2153.0|2153.0|11.0|0|11.0|192335|0|192335
1975-03-01|204933|204933|2088.0|2088.0|0|0|2457.0|2457.0|16.0|0|16.0|209494|0|209494
1975-04-01|201051|201051|1741.0|1741.0|4.0|4.0|2036.0|2036.0|24.0|0|24.0|204856|0|204856
1975-05-01|203542|203542|2176.0|2176.0|4.0|4.0|2427.0|2427.0|28.0|0|28.0|208177|0|208177
1975-06-01|204185|204185|2418.0|2418.0|0|0|2577.0|2577.0|30.0|0|30.0|209210|0|209210
1975-07-01|203508|203508|1796.0|1796.0|5.0|5.0|1989.0|1989.0|23.0|0|23.0|207321|0|207321
1975-08-01|196525|196525|2257.0|2257.0|8.0|8.0|2426.0|2426.0|33.0|0|33.0|201249|0|201249
1975-09-01|192234|192234|2211.0|2211.0|8.0|8.0|2431.0|2431.0|29.0|0|29.0|196913|0|196913
1975-10-01|198426|198426|2359.0|2359.0|0|0|2535.0|2535.0|29.0|0|29.0|203349|0|203349
